BQMall__QP_32_nF_5_SR_32_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncSearch::xEstimateMvPredAMVP	38331744	14590048	17488020	531607	589266	583651	24	0	12	37800113	14000782	16904357	2.42086145607 %	1.38685836992 %	3.65644526971 %	5.11292374989e-05 %	6.26112915708e-05 %	3.74087367107e-05 %
TComDataCU::getPUBelowLeft	38277240	19401656	7329914	287912	1251015	126552	7	21	8	37989321	18150620	7203354	2.56192814482 %	0.752175444207 %	5.15333367999 %	5.53771096564e-05 %	1.82876299336e-05 %	0.000108485958737 %
TComDataCU::getPartIndexAndSize	37391815	16791741	5882475	124050	673772	52874	14	1	10	37267751	16117968	5829591	1.41626804008 %	0.331757097108 %	3.20472381493 %	4.16208622141e-05 %	3.74413491295e-05 %	4.85132539974e-05 %
TComDataCU::xGetColMVP	36102229	16123530	5356876	363633	3503375	0	12	2713	0	35738584	12617442	5356876	6.71558013974 %	1.00723143715 %	16.3096312053 %	0.00473232946009 %	3.32389448862e-05 %	0.0126301150919 %
TEncSearch::xCheckBestMVP	35938626	13925986	7609266	510270	500716	11380	22	0	0	35428334	13425270	7597886	1.77883594352 %	1.41983725254 %	2.37794291889 %	3.8278259212e-05 %	6.12154732905e-05 %	0.0 %
QpParam::QpParam	35155020	8955234	6109524	1049221	589897	0	6	1	0	34105793	8365336	6109524	3.2638893784 %	2.98455526408 %	3.91574162691 %	1.39387314695e-05 %	1.70672637933e-05 %	6.63800905398e-06 %
TEncBinCABAC::resetBits	34485660	8621415	20116635	91949	29834	140	2	0	0	34393709	8591581	20116495	0.192843792305 %	0.26662966578 %	0.104300744135 %	3.16337019767e-06 %	5.79951202906e-06 %	0.0 %
TEncEntropy::encodeCoeffNxN	33822523	18705162	9515513	538020	52269	731972	8	2	15	33284495	18652891	8783526	2.13119413993 %	1.59071515747 %	2.77895904333 %	4.02945057732e-05 %	2.36528776993e-05 %	6.02395229738e-05 %
TEncSearch::encodeResAndCalcRdInterCU	32978487	11877755	12213036	1481263	953305	334321	57	11	13	31497167	10924439	11878702	4.85180310149 %	4.49160387497 %	5.34488884155 %	0.000141932757586 %	0.000172839948661 %	9.96231298507e-05 %
TComRdCost::xGetSSE64	31973648	14123228	13895812	26421	445284	8680	86	0	0	31947141	13677944	13887132	0.80073925009 %	0.0826336738304 %	1.62019826518 %	0.000143350803018 %	0.000268971498029 %	0.0 %
partialButterflyInverse4	31824800	16457968	4728256	319489	11313	236183	22	2	4	31505289	16446653	4492069	1.06956055027 %	1.00389947462 %	1.16819306734 %	5.28192022852e-05 %	6.91284784193e-05 %	2.83202896373e-05 %
fastInverseDst	30800700	15263458	3969868	229834	34223	226507	25	2	0	30570841	15229233	3743361	0.980460776832 %	0.746197326684 %	1.35561576817 %	5.39632769108e-05 %	8.11669864646e-05 %	1.0398617483e-05 %
TComDataCU::getInterMergeCandidates	30296940	10478082	10285309	2131571	461678	143763	85	43	16	28165284	10016361	10141530	5.36034911329 %	7.03559831455 %	2.91590617351 %	0.000282019323376 %	0.000280556386223 %	0.000284153970804 %
TEncEntropy::estimateBit	29620992	13576288	9873664	76747	376591	144	4	1	0	29544241	13199696	9873520	0.854482633661 %	0.259096656857 %	1.60654913068 %	9.42135116345e-06 %	1.35039366676e-05 %	4.26440105293e-06 %
TEncSbac::load	29274828	9758276	12197845	61715	3504	157	4	0	0	29213109	9754772	12197688	0.127610363025 %	0.210812511008 %	0.0166741657144 %	7.80778041024e-06 %	1.36636157179e-05 %	0.0 %
TComYuv::copyToPartComponent	27637914	9883020	6952656	144338	108172	3732	18	10	0	27493558	9774838	6948924	0.576166664306 %	0.522246360561 %	0.664683734707 %	6.29587132498e-05 %	6.51279253565e-05 %	5.93976743197e-05 %
TEncSbac::xWriteCoefRemainExGolomb	27408728	11239704	7195272	180456	0	0	16	0	0	27228256	11239704	7195272	0.393633114811 %	0.658388816876 %	0.0 %	3.49011938477e-05 %	5.83755656227e-05 %	0.0 %
TComTU::GetEquivalentLog2TrSize	26648655	12113025	2422605	371400	8501	0	2	0	0	26277253	12104524	2422605	0.922441654626 %	1.3936913514 %	0.0584838772038 %	4.85622125041e-06 %	7.50506920518e-06 %	0.0 %
TEncSearch::xLoadIntraResultQT	26460511	9758176	5222920	627507	118923	2274	61	0	0	25832943	9639253	5220646	1.80664808679 %	2.37148481373 %	0.808999555173 %	0.00014719506413 %	0.000230532207031 %	0.0 %
TEncSearch::xEncodeResidualQT	26345727	11957105	8852333	532632	236947	199487	14	0	12	25813081	11720158	8652834	2.05505801963 %	2.02170165963 %	2.09728873985 %	5.51371201861e-05 %	5.31395470696e-05 %	5.76661416805e-05 %
TComDataCU::getPUAboveRightAdi	25530908	12654370	5372475	363718	348382	469	20	0	5	25167170	12305988	5372001	1.63591772055 %	1.42461834887 %	1.9351750126 %	5.73950635149e-05 %	7.83364226607e-05 %	2.77364120011e-05 %
TComDataCU::getCtxQtCbf	25298115	13151824	0	417412	36986	0	2	0	0	24880701	13114838	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTrQuant::getSigCoeffGroupCtxInc	25243124	8457775	1896081	50419	2860	0	9	0	0	25192696	8454915	1896081	0.149672809323 %	0.199733598742 %	0.0276225591702 %	2.52830436739e-05 %	3.56532733429e-05 %	0.0 %
TComRdCost::xGetSAD	24670592	6826672	168240	5056	87597	2478	6	0	0	24665530	6739075	165762	0.300424714541 %	0.0204940359761 %	1.287721704 %	1.89480641142e-05 %	2.43204540856e-05 %	0.0 %
TEncSearch::xGetInterPredictionError	24503360	7657300	10939000	257689	120088	48504	16	0	0	24245655	7537212	10890496	0.989058846404 %	1.05164761078 %	0.906588945113 %	3.71232626893e-05 %	6.52971674089e-05 %	0.0 %
TEncSearch::xExtDIFUpSamplingH	24365796	7815444	13945204	930245	751839	5942	12	24	0	23435539	7063581	13939262	3.65956239766 %	3.81783135671 %	3.48234574632 %	7.8046337151e-05 %	4.92493657913e-05 %	0.000110290833251 %
TComPrediction::xPredInterBi	24202577	9267130	7483319	312286	86559	31276	9	2	1	23890282	9180569	7452042	1.050278922 %	1.29030061551 %	0.703473680019 %	2.9301864043e-05 %	3.71861227835e-05 %	1.79099676671e-05 %
TComYuv::copyPartToPartYuv	24181824	5289774	6801138	146392	37759	0	3	0	0	24035429	5252015	6801138	0.507684339003 %	0.605380305472 %	0.312292406065 %	8.27067470179e-06 %	1.24060120527e-05 %	0.0 %
TComPrediction::filteringIntraReferenceSamples	24165146	5978708	1601934	494311	99909	21905	8	2	10	23670827	5878797	1580019	1.94080865153 %	2.04555354228 %	1.60690875522 %	6.30004837177e-05 %	3.31055314129e-05 %	0.000158297938354 %
TComCUMvField::setAllMvField	23060990	9349050	11842130	204136	13315	528	3	9	0	22856851	9335726	11841602	0.49258375352 %	0.885200505269 %	0.0653243472048 %	2.7117314247e-05 %	1.30089818347e-05 %	4.24704995191e-05 %
TEncSearch::xUpdateCandList	23056124	6026063	3117561	33737	41217	230	6	1	0	23022381	5984845	3117331	0.233492510563 %	0.146325548908 %	0.453288542923 %	2.17393005684e-05 %	2.60234547663e-05 %	1.09365826941e-05 %
TComDataCU::getPUBelowLeftAdi	22972743	11777361	5185786	303812	389083	185	16	0	0	22668915	11388278	5185601	1.73548154304 %	1.3224890036 %	2.29478645678 %	4.00642129173e-05 %	6.96477560385e-05 %	0.0 %
TEncBinCABACCounter::encodeBinsEP	21195042	7707288	5780466	179165	0	0	1	0	0	21015876	7707288	5780466	0.516581765784 %	0.845315616737 %	0.0 %	2.88327388599e-06 %	4.71808454071e-06 %	0.0 %
TEncEntropy::encodeQtCbf	21149660	12085520	7553450	192332	1038	40462	2	0	8	20957326	12084482	7512980	0.573277405983 %	0.90938577736 %	0.2113145445 %	2.45166361312e-05 %	9.45641679346e-06 %	4.07353338795e-05 %
TEncSbac::getNumberOfWrittenBits	19964664	12477915	4991166	0	0	108	0	0	0	19964664	12477915	4991058	0.000288509739007 %	0.0 %	0.000618235155015 %	0.0 %	0.0 %	0.0 %
TComDataCU::setMVPIdxSubParts	19168505	8812800	5062425	193230	843325	22760	21	1	0	18975254	7969474	5039665	3.20579728741 %	1.00805983565 %	6.2419528332 %	6.65784401458e-05 %	0.000109554709666 %	7.20709033547e-06 %
TEncSearch::xModeBitsIntra	18939690	10171315	7365435	39161	160210	0	9	2	0	18900520	10011103	7365435	0.546574720559 %	0.206766847821 %	0.913567223117 %	3.01564516713e-05 %	4.7519257179e-05 %	1.1404621723e-05 %
TComDataCU::xAddMVPCandOrder	18825756	5994724	4405426	362592	481893	1046	13	1	0	18463151	5512830	4404380	2.89308738624 %	1.92604217329 %	4.6435772561 %	4.79027065919e-05 %	6.90543317357e-05 %	9.61524593395e-06 %
TComDataCU::setMVPNumSubParts	18368394	8446506	4858046	102404	306022	0	21	1	0	18265969	8140483	4858046	1.28951061262 %	0.557501107609 %	2.30013006075 %	6.94599106758e-05 %	0.000114326815943 %	7.51622452225e-06 %
TComTU::useDST	18079872	10967105	2172286	90557	790	0	2	0	0	17989313	10966315	2172286	0.292598194903 %	0.500871908828 %	0.00601245521958 %	6.4063011353e-06 %	1.10620252179e-05 %	0.0 %
TComDataCU::getPUAboveRight	18042280	8902504	3288234	341127	438211	3818	10	14	0	17701143	8464279	3284416	2.59039967495 %	1.89070893479 %	3.62594126787 %	7.93834079019e-05 %	5.54253675256e-05 %	0.000114841283604 %
TComDataCU::getPUAboveLeft	17810315	8030110	3949022	793619	274142	160817	22	1	24	17016674	7755967	3788181	4.12420546108 %	4.455951509 %	3.63097259468 %	0.000157773992918 %	0.000123523924198 %	0.000208696256123 %
TComPrediction::motionCompensation	17351717	5033088	7646715	404823	53395	2796	21	0	0	16946873	4979693	7643919	1.53510045446 %	2.33304289137 %	0.443153572654 %	6.99265305253e-05 %	0.000121025486988 %	0.0 %
TEncSearch::xPatternSearchFracDIF	17010084	5976516	7508956	377647	197281	127255	7	0	0	16632430	5779235	7381701	2.30257484074 %	2.22013600873 %	2.40656018566 %	2.29541642067e-05 %	4.11520601544e-05 %	0.0 %
TEncSearch::xRecurIntraChromaCodingQT	16529330	5923767	5929708	599432	178697	34729	128	0	24	15929770	5745070	5894955	2.86391003285 %	3.62647487829 %	1.80053528607 %	0.00053553551173 %	0.000774381054767 %	0.00020247227079 %
TComDataCU::setTrIdxSubParts	16220544	8110272	4730992	893469	325977	0	4	0	0	15327071	7784295	4730992	4.19604313675 %	5.50825545678 %	2.53851178513 %	1.37637685859e-05 %	2.46600853831e-05 %	0.0 %
TEncEntropy::encodeQtCbfZero	15880896	9263856	5293632	81844	273916	0	2	1	0	15799050	8989939	5293632	1.16878741 %	0.515361349889 %	1.88161583922 %	9.85597658535e-06 %	1.25937478591e-05 %	6.86931701403e-06 %
TEncSearch::xMergeEstimation	15185891	6408830	6164261	377354	144378	3536	25	5	0	14808512	6264447	6160725	1.89224518392 %	2.48489864704 %	1.17643306646 %	0.000108073127466 %	0.000164626494422 %	3.97674684769e-05 %
isLeftAvailable	15158531	5649664	4481685	477494	56434	0	6	12	0	14681031	5593218	4481685	2.11123184452 %	3.15000180426 %	0.557023551355 %	7.11747149453e-05 %	3.95816718652e-05 %	0.000118444246664 %
TEncSearch::xSetSearchRange	14087844	4695948	6000378	146998	10725	0	4	2	0	13940842	4685221	6000378	0.63638604803 %	1.04343858436 %	0.100268073355 %	2.42090011487e-05 %	2.83932729522e-05 %	1.86980090173e-05 %
TComTrQuant::invTransformNxN	13833581	6738347	5142583	787853	78020	176116	20	0	0	13045708	6660327	4966467	4.05214394316 %	5.69522092653 %	2.13902447031 %	7.7777096364e-05 %	0.000144575724825 %	0.0 %
TComCUMvField::setAllMvd	13238236	4134602	2489796	129905	49487	154674	21	1	0	13108310	4085114	2335122	1.68188166786 %	0.981286328481 %	3.0819555226 %	0.000110760737977 %	0.000158631406783 %	1.50957113386e-05 %
TComDataCU::xGetDistScaleFactor	13236549	2734704	781344	94845	0	0	4	0	0	13141700	2734704	781344	0.566151027211 %	0.716538729241 %	0.0 %	2.38768950271e-05 %	3.02193570243e-05 %	0.0 %
isAboveAvailable	13157827	4382196	4629389	599919	3495	45917	8	1	8	12557900	4378700	4583464	2.92895003259 %	4.55940787183 %	0.548316417145 %	7.66822322577e-05 %	6.0800313e-05 %	9.98714432589e-05 %
TComDataCU::deriveRightBottomIdx	13021249	6418168	1824760	204167	233184	0	8	2	0	12817074	6184982	1824760	2.05675018601 %	1.56795250594 %	2.82889769266 %	4.70274490285e-05 %	6.14380387012e-05 %	2.42632229713e-05 %
isBelowLeftAvailable	13014489	4961988	4056833	470487	0	0	6	0	0	12543996	4961988	4056833	2.13534416754 %	3.61510159946 %	0.0 %	2.72314963117e-05 %	4.61024631855e-05 %	0.0 %
TEncSbac::codeTransformSkipFlags	12943114	7306351	2107515	388822	178806	108788	8	10	4	12554284	7127535	1998723	3.02552491437 %	3.00408387039 %	3.05500418213 %	9.84032727139e-05 %	6.18089278979e-05 %	0.000148716797116 %
TEncSearch::xEncSubdivCbfQT	12573833	5144485	3764943	830085	80636	6984	44	0	0	11743704	5063849	3757959	4.27172113209 %	6.60168621613 %	0.983452585284 %	0.000204810619766 %	0.000349933071324 %	0.0 %
isAboveRightAvailable	12359003	4382196	4174403	712515	0	0	10	0	0	11646478	4382196	4174403	3.40661961343 %	5.76514950276 %	0.0 %	4.78111985493e-05 %	8.09126755613e-05 %	0.0 %
TComDataCU::initSubCU	12273120	4679040	5209200	163682	109773	105832	32	73	158	12109406	4569194	5103210	1.71147889841 %	1.33366250798 %	2.18041835554 %	0.00118675027164 %	0.000260732397304 %	0.00233610834688 %
TComPrediction::xCheckIdenticalMotion	12234564	7241001	928845	191977	400495	0	4	0	0	12042583	6840506	928845	2.90364680968 %	1.56913642366 %	4.90211198595 %	1.96036052991e-05 %	3.26942586593e-05 %	0.0 %
TEncSbac::loadIntraDirMode	11574255	5611760	3858085	24141	140283	0	7	21	0	11550107	5471456	3858085	0.78133063424 %	0.208574979556 %	1.4813653233 %	0.000133053920101 %	6.04790545914e-05 %	0.000221756533502 %
TComYuv::copyToPicComponent	11529656	4755848	3008166	92358	146498	18719	15	229	7	11437283	4609121	2989440	1.33502335222 %	0.801047316589 %	2.12798431327 %	0.00130094481765 %	0.000130099284836 %	0.00303966479195 %
TEncSearch::xEncCoeffQT	11442967	5406481	3531714	697642	106232	4	20	0	0	10745305	5300249	3531710	3.94422064846 %	6.09668803554 %	1.1885621202 %	9.81298318516e-05 %	0.000174779845122 %	0.0 %
TEncEntropy::xEncodeTransform	11418257	4720030	2482312	57214	39661	25414	39	14	42	11361004	4680355	2456856	0.656740419575 %	0.501074726204 %	0.903525547662 %	0.000510187669043 %	0.0003415582606 %	0.000777524866217 %
TEncSearch::xGetIntraBitsQT	10706660	4840185	5264305	420722	207925	6313	18	0	0	10285920	4632260	5257992	3.05105676524 %	3.92953544803 %	2.12022576102 %	8.64920967847e-05 %	0.000168119656363 %	0.0 %
TComRdCost::setDistParam	10420592	5210296	3984344	381970	252073	187245	8	8	0	10038614	4958215	3797099	4.1869910078 %	3.66553071073 %	4.77797934449 %	8.15692620918e-05 %	7.67710702041e-05 %	8.70072128979e-05 %
TEncCu::xCheckRDCostMerge2Nx2N	10073393	3462760	5153180	333574	376261	44798	37	4	16	9739782	3086495	5108366	4.03777384672 %	3.31143637501 %	4.88697692881 %	0.00030498680718 %	0.000367304243962 %	0.000232127893184 %
TComDataCU::deriveLeftRightTopIdx	9920196	5229156	1771204	219805	527001	64024	12	1	15	9700379	4702154	1707165	4.79198201288 %	2.21573243109 %	8.4427800856 %	0.000165479195837 %	0.000120965351894 %	0.000228559674074 %
TComYuv::copyPartToPartComponentMxN	9708792	3964664	2797936	44629	27384	782	6	0	0	9664157	3937280	2797154	0.441948075791 %	0.459676136846 %	0.416496613728 %	3.6426793801e-05 %	6.17996554051e-05 %	0.0 %
TEncSbac::store	9339852	3113284	3891605	5213	0	83869	0	0	17	9334639	3113284	3807719	0.545019342919 %	0.055814588925 %	1.19729234824 %	0.000104008989803 %	0.0 %	0.000242687642873 %
TComDataCU::deriveLeftBottomIdx	9083476	4446164	1293864	101648	249133	0	7	2	0	8981821	4197029	1293864	2.36638381856 %	1.1190429743 %	4.34027499517 %	6.07143897961e-05 %	7.70630097993e-05 %	3.48430356089e-05 %
TEncSearch::xSetResidualQTData	8839678	3380683	1777509	22260	68159	15402	7	1	24	8817411	3312523	1762083	0.755979302565 %	0.251819127348 %	1.61996684109 %	0.000228606209373 %	7.91884048265e-05 %	0.000484665944967 %
xITrMxN	8780449	2366227	2679299	1203586	17110	216581	39	0	2	7576824	2349117	2462716	10.3954838628 %	13.7075678021 %	4.63164791936 %	0.000296543281758 %	0.000444168629645 %	3.96390782646e-05 %
TEncSearch::xRecurIntraChromaCodingQT	8625836	3064200	3151850	351964	124209	88899	30	0	23	8273842	2939991	3062928	3.80727894016 %	4.08034653105 %	3.42835080155 %	0.000357097474 %	0.000347792376298 %	0.000370009893743 %
TComBitCounter::resetBits	8621415	5747610	2873805	114511	0	0	2	0	0	8506902	5747610	2873805	0.664107921959 %	1.32821584392 %	0.0 %	1.15990240581e-05 %	2.31980481162e-05 %	0.0 %
TEncGOP::xCalculateAddPSNR	8269382	3006085	5782	209	98109	107	90	557	0	8269083	2907419	5675	0.872465451299 %	0.00252739563851 %	3.26096736675 %	0.00573518056378 %	0.00108835218883 %	0.0184935124957 %
TEncSearch::xStoreIntraResultQT	8061768	3891888	2154438	271888	39788	0	21	0	0	7789859	3852100	2154438	2.20919991035 %	3.37256046068 %	0.658052509904 %	0.000148850723563 %	0.000260488766236 %	0.0 %
TEncSearch::xEncSubdivCbfQT	8042716	3302889	1848946	20262	3237	17110	0	0	3	8022454	3299652	1831833	0.307770988191 %	0.251929820722 %	0.39494665493 %	2.27366584888e-05 %	0.0 %	5.82316786155e-05 %
TEncSearch::xRecurIntraCodingQT	7934378	2891778	2330385	358557	104848	89029	97	0	40	7575724	2786930	2241316	4.19893040276 %	4.51903098138 %	3.71258040011 %	0.00104130713384 %	0.00122252809231 %	0.00076596613319 %
TEncSearch::xEncCoeffQT	7682106	3946648	1993090	37470	31389	0	0	0	0	7644636	3915259	1993090	0.505504247443 %	0.48775687292 %	0.528457652509 %	0.0 %	0.0 %	0.0 %
TComRdCost::setDistParam	7550433	3432015	2974413	64588	95748	0	5	2	0	7485840	3336265	2974413	1.14879699669 %	0.855421139423 %	1.49456139989 %	5.01545440626e-05 %	6.62213677017e-05 %	3.12186447737e-05 %
TComBitCounter::getNumberOfWrittenBits	7486749	7486749	0	2203	0	0	0	0	0	7484546	7486749	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSearch::xEncIntraHeader	7441009	2889627	1955511	818101	149791	3507	37	0	1	6622871	2739836	1952003	7.90645757372 %	10.994490129 %	3.16395528879 %	0.000309291432049 %	0.000497244392528 %	2.06392470142e-05 %
TEncBinCABAC::getTEncBinCABAC	7137250	7137250	0	28008	0	0	2	0	0	7109240	7137250	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTrQuant::xITransformSkip	7102709	2404419	1271302	202707	0	3559	18	0	0	6899984	2404419	1267743	1.91369243944 %	2.8539392505 %	0.0968245413621 %	0.000167000203184 %	0.000253424432847 %	0.0 %
TComDataCU::hasEqualMotion	7030472	4168605	649041	200258	204587	0	6	79	0	6830208	3963939	649041	3.41695617819 %	2.84842895328 %	4.24661753894 %	0.000717413516645 %	8.53427764167e-05 %	0.0016398050002 %
TComPrediction::xWeightedAverage	6933556	2328790	1889439	139975	2385	0	4	0	0	6793577	2326405	1889439	1.27656693525 %	2.0188053576 %	0.0565403158529 %	3.58686972534e-05 %	5.76904549412e-05 %	0.0 %
TComTU::isNonTransformedResidualRotated	6682310	4677617	668231	422698	0	0	2	0	0	6259610	4677617	668231	3.5142371758 %	6.32562691644 %	0.0 %	1.66276498862e-05 %	2.99297697952e-05 %	0.0 %
TComPrediction::UseDPCMForFirstPassIntraEstimation	6663965	4208820	701470	16246	20747	0	6	0	0	6647713	4188073	701470	0.319614523786 %	0.243788795409 %	0.422520869439 %	5.18391896498e-05 %	9.00364872865e-05 %	0.0 %
TComDataCU::CUIsFromSameSliceAndTile	6587965	4134210	597398	66022	263124	0	6	2	0	6521937	3871084	597398	2.90775985985 %	1.00216075829 %	5.56098476459 %	7.06740439767e-05 %	9.10751650927e-05 %	4.22689284488e-05 %
TEncEntropy::encodeIntraDirModeLuma	6556480	3746560	2341600	25437	45696	0	2	1	0	6531041	3700863	2341600	0.562554568576 %	0.38796732393 %	0.750571601272 %	2.37254678662e-05 %	3.05041729709e-05 %	1.64253239074e-05 %
TComTU::TComTU	6553000	2621200	2686730	401913	65229	156984	25	23	41	6151062	2555948	2529705	5.26203257249 %	6.13326720586 %	4.18643425968 %	0.000750362745586 %	0.000381504654357 %	0.00120574310513 %
TComDataCU::setTransformSkipSubParts	6388775	3322163	1788857	227798	108065	8428	3	0	5	6160974	3214098	1780424	2.99388815192 %	3.56559747369 %	2.2792514997 %	6.9566457489e-05 %	4.69573588051e-05 %	9.78278308439e-05 %
TComLoopFilter::xEdgeFilterLuma	6301495	2448899	1003228	225	25535	0	124	178	0	6301146	2423186	1003228	0.264107015835 %	0.00357058126683 %	0.739688893253 %	0.00309628566701 %	0.00196778700927 %	0.00515624135497 %
TComDataCU::copyPartFrom	6107400	2568240	2317680	163800	116101	34135	42	0	0	5943558	2452139	2283545	2.85660746708 %	2.68199233716 %	3.07487637947 %	0.000382050190479 %	0.000687690342863 %	0.0 %
TComDataCU::copyToPic	6051760	2729640	2232380	156000	159000	13239	40	6	0	5895720	2570634	2219141	2.98025745929 %	2.57776250215 %	3.47114683133 %	0.000417658605856 %	0.000660964744141 %	0.000120918496902 %
TComPattern::initPattern	5516784	2145416	2451904	97898	0	14781	2	0	0	5418884	2145416	2437123	1.11407792524 %	1.77454836006 %	0.321513403461 %	1.97743665677e-05 %	3.62530053741e-05 %	0.0 %
