BasketballDrive__QP_32_nF_5_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncSearch::xEstimateMvPredAMVP	38331744	14590048	17488020	531607	506397	591615	24	0	1	37800113	14083651	16896404	2.31447713566 %	1.38685836992 %	3.42293681777 %	3.55064149298e-05 %	6.26112915708e-05 %	3.11739472589e-06 %
TComDataCU::getPUBelowLeft	38277240	19401656	7329914	287912	1264252	157041	7	21	4	37989321	18137383	7172869	2.62918979751 %	0.752175444207 %	5.31690806039 %	4.92240974723e-05 %	1.82876299336e-05 %	9.35223782217e-05 %
TComDataCU::getPartIndexAndSize	37391815	16791741	5882475	124050	672079	50708	14	1	10	37267751	16119661	5831757	1.40984344379 %	0.331757097108 %	3.18770448337 %	4.16208622141e-05 %	3.74413491295e-05 %	4.85132539974e-05 %
TComDataCU::xGetColMVP	36102229	16123530	5356876	363633	3496713	0	12	3024	0	35738584	12623793	5356876	6.70401067961 %	1.00723143715 %	16.2786168939 %	0.00527242284067 %	3.32389448862e-05 %	0.014077946199 %
TEncSearch::xCheckBestMVP	35938626	13925986	7609266	510270	477574	0	22	0	0	35428334	13448412	7609266	1.71877039513 %	1.41983725254 %	2.21763831693 %	3.8278259212e-05 %	6.12154732905e-05 %	0.0 %
QpParam::QpParam	35155020	8955234	6109524	1049221	590989	0	6	1	0	34105793	8364244	6109524	3.26606382051 %	2.98455526408 %	3.9229903328 %	1.39387314695e-05 %	1.70672637933e-05 %	6.63800905398e-06 %
TEncBinCABAC::resetBits	34485660	8621415	20116635	92085	23615	140	2	0	0	34393573	8597800	20116495	0.183222401849 %	0.267024032598 %	0.0826604449502 %	3.16337019767e-06 %	5.79951202906e-06 %	0.0 %
TEncEntropy::encodeCoeffNxN	33822523	18705162	9515513	538020	56718	692821	8	2	7	33284495	18648442	8822685	2.07526214235 %	1.59071515747 %	2.65599245943 %	2.74002639258e-05 %	2.36528776993e-05 %	3.18915121626e-05 %
TEncSearch::encodeResAndCalcRdInterCU	32978487	11877755	12213036	1481263	973414	326301	59	4	0	31497165	10904337	11886735	4.87298612749 %	4.49160387497 %	5.39506984225 %	0.000110392144789 %	0.000178904508263 %	1.66038549751e-05 %
TComRdCost::xGetSSE64	31973648	14123228	13895812	26421	445284	8680	86	0	4	31947141	13677944	13887128	0.80073925009 %	0.0826336738304 %	1.62019826518 %	0.000150018282228 %	0.000268971498029 %	1.42760066012e-05 %
partialButterflyInverse4	31824800	16457968	4728256	319489	11286	275468	22	2	6	31505289	16446680	4452782	1.14361684468 %	1.00389947462 %	1.35349272244 %	5.65920024484e-05 %	6.91284784193e-05 %	3.7760386183e-05 %
fastInverseDst	30800700	15263458	3969868	229834	34223	188303	25	2	0	30570841	15229233	3781565	0.904104738643 %	0.746197326684 %	1.15698137701 %	5.39632769108e-05 %	8.11669864646e-05 %	1.0398617483e-05 %
TComDataCU::getInterMergeCandidates	30296940	10478082	10285309	2131571	459341	171804	85	52	19	28165284	10018689	10113486	5.41068956251 %	7.03559831455 %	3.03970098141 %	0.000305520933658 %	0.000280556386223 %	0.000341947998764 %
TEncEntropy::estimateBit	29620992	13576288	9873664	76747	428545	583	4	1	0	29544241	13147742	9873081	0.953205203962 %	0.259096656857 %	1.82997389504 %	9.42135116345e-06 %	1.35039366676e-05 %	4.26440105293e-06 %
TEncSbac::load	29274828	9758276	12197845	61719	3504	364	4	0	0	29213105	9754772	12197481	0.128022223442 %	0.210826174623 %	0.017616955199 %	7.80778041024e-06 %	1.36636157179e-05 %	0.0 %
TComYuv::copyToPartComponent	27637914	9883020	6952656	144338	107322	4594	125	10	0	27493451	9775688	6948062	0.576193646611 %	0.522246360561 %	0.664755011916 %	0.000303550938883 %	0.00045227725942 %	5.93976743197e-05 %
TEncSbac::xWriteCoefRemainExGolomb	27408728	11239704	7195272	180456	0	0	16	0	0	27228256	11239704	7195272	0.393633114811 %	0.658388816876 %	0.0 %	3.49011938477e-05 %	5.83755656227e-05 %	0.0 %
TComTU::GetEquivalentLog2TrSize	26648655	12113025	2422605	371400	8501	0	2	0	0	26277253	12104524	2422605	0.922441654626 %	1.3936913514 %	0.0584838772038 %	4.85622125041e-06 %	7.50506920518e-06 %	0.0 %
TEncSearch::xLoadIntraResultQT	26460511	9758176	5222920	627507	121109	3211	93	0	0	25832911	9637067	5219709	1.81418399147 %	2.37148481373 %	0.829845827034 %	0.000224412146952 %	0.00035146713531 %	0.0 %
TEncSearch::xEncodeResidualQT	26345727	11957105	8852333	532632	220220	193021	44	0	3	25813051	11736885	8659309	2.00587358776 %	2.02170165963 %	1.98583450452 %	9.96709480287e-05 %	0.000167010005076 %	1.44165354201e-05 %
TComDataCU::getPUAboveRightAdi	25530908	12654370	5372475	363839	413878	1676	20	9	3	25167049	12240483	5370796	1.78933242952 %	1.42509228422 %	2.30519539054 %	7.3465681299e-05 %	7.83364226607e-05 %	6.65673888026e-05 %
TComDataCU::getCtxQtCbf	25298115	13151824	0	417412	34998	0	2	0	0	24880701	13116826	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTrQuant::getSigCoeffGroupCtxInc	25243124	8457775	1896081	50419	2082	0	9	0	0	25192696	8455693	1896081	0.147487230658 %	0.199733598742 %	0.0201084504169 %	2.52830436739e-05 %	3.56532733429e-05 %	0.0 %
TComRdCost::xGetSAD	24670592	6826672	168240	5056	88520	1517	6	0	0	24665530	6738152	166723	0.300304710135 %	0.0204940359761 %	1.28717845199 %	1.89480641142e-05 %	2.43204540856e-05 %	0.0 %
TEncSearch::xGetInterPredictionError	24503360	7657300	10939000	257689	127903	48121	16	0	0	24245655	7529397	10890879	1.00630260192 %	1.05164761078 %	0.946553884375 %	3.71232626893e-05 %	6.52971674089e-05 %	0.0 %
TEncSearch::xExtDIFUpSamplingH	24365796	7815444	13945204	930245	873371	12160	12	7	0	23435539	6942066	13933044	3.93651849685 %	3.81783135671 %	4.06941466081 %	4.11911223852e-05 %	4.92493657913e-05 %	3.21681596982e-05 %
TComPrediction::xPredInterBi	24202577	9267130	7483319	312286	85884	69774	9	0	0	23890282	9181246	7413545	1.14263595564 %	1.29030061551 %	0.929276582377 %	2.19763980322e-05 %	3.71861227835e-05 %	0.0 %
TComYuv::copyPartToPartYuv	24181824	5289774	6801138	146392	44040	0	5	0	0	24035427	5245734	6801138	0.525000374937 %	0.605380305472 %	0.364240513867 %	1.37844578363e-05 %	2.06766867545e-05 %	0.0 %
TComPrediction::filteringIntraReferenceSamples	24165146	5978708	1601934	494311	115579	17120	8	2	7	23670827	5863127	1584807	1.97509666479 %	2.04555354228 %	1.7504981768 %	5.35504111601e-05 %	3.31055314129e-05 %	0.000118723453766 %
TComCUMvField::setAllMvField	23060990	9349050	11842130	204136	16246	0	3	0	0	22856851	9332804	11842130	0.498013995698 %	0.885200505269 %	0.0766639705764 %	6.77932856174e-06 %	1.30089818347e-05 %	0.0 %
TEncSearch::xUpdateCandList	23056124	6026063	3117561	33737	14479	1493	11	0	0	23022376	6011584	3116068	0.154376984565 %	0.146325548908 %	0.174679098791 %	3.41617580361e-05 %	4.77096670715e-05 %	0.0 %
TComDataCU::getPUBelowLeftAdi	22972743	11777361	5185786	304162	410624	611	16	8	0	22668565	11366729	5185175	1.79136360802 %	1.32401254826 %	2.42428483347 %	6.00963193759e-05 %	6.96477560385e-05 %	4.71610603858e-05 %
TEncBinCABACCounter::encodeBinsEP	21195042	7707288	5780466	179164	0	0	1	0	0	21015877	7707288	5780466	0.51657888251 %	0.845310898653 %	0.0 %	2.88327388599e-06 %	4.71808454071e-06 %	0.0 %
TEncEntropy::encodeQtCbf	21149660	12085520	7553450	192332	1411	45945	2	0	1	20957326	12084109	7507504	0.587634348101 %	0.90938577736 %	0.2411328089 %	7.35499083936e-06 %	9.45641679346e-06 %	5.09191673494e-06 %
TEncSbac::getNumberOfWrittenBits	19964664	12477915	4991166	0	0	471	0	0	0	19964664	12477915	4990695	0.00125822302845 %	0.0 %	0.00269619220381 %	0.0 %	0.0 %	0.0 %
TComDataCU::setMVPIdxSubParts	19168505	8812800	5062425	193230	842785	0	25	1	0	18975250	7970014	5062425	3.13528466671 %	1.00805983565 %	6.07402762838 %	7.86836110814e-05 %	0.000130422273412 %	7.20709033547e-06 %
TEncSearch::xModeBitsIntra	18939690	10171315	7365435	39161	138558	0	12	0	0	18900517	10032757	7365435	0.487215857688 %	0.206766847821 %	0.790100788344 %	3.28979472777e-05 %	6.3359009572e-05 %	0.0 %
TComDataCU::xAddMVPCandOrder	18825756	5994724	4405426	362592	460662	1047	13	1	0	18463151	5534061	4404379	2.82044635331 %	1.92604217329 %	4.43944558492 %	4.79027065919e-05 %	6.90543317357e-05 %	9.61524593395e-06 %
TComDataCU::setMVPNumSubParts	18368394	8446506	4858046	102404	273614	0	23	1	0	18265967	8172891	4858046	1.18718984966 %	0.557501107609 %	2.05654425643 %	7.577444801e-05 %	0.000125215084128 %	7.51622452225e-06 %
TComTU::useDST	18079872	10967105	2172286	90557	759	0	2	0	0	17989313	10966346	2172286	0.292498897235 %	0.500871908828 %	0.00577652343248 %	6.4063011353e-06 %	1.10620252179e-05 %	0.0 %
TComDataCU::getPUAboveRight	18042280	8902504	3288234	341127	571709	512	10	14	2	17701143	8330781	3287720	3.02102820168 %	1.89070893479 %	4.6938995818 %	8.59986918937e-05 %	5.54253675256e-05 %	0.000131247181262 %
TComDataCU::getPUAboveLeft	17810315	8030110	3949022	793619	271953	174985	22	1	16	17016674	7758156	3774021	4.16441768791 %	4.455951509 %	3.73097149276 %	0.000130918845187 %	0.000123523924198 %	0.000141913454163 %
TComPrediction::motionCompensation	17351717	5033088	7646715	404823	61340	5424	21	0	0	16946873	4971748	7641291	1.57030679766 %	2.33304289137 %	0.526538148897 %	6.99265305253e-05 %	0.000121025486988 %	0.0 %
TEncSearch::xPatternSearchFracDIF	17010084	5976516	7508956	377647	193544	81922	7	0	0	16632430	5782972	7427034	2.14166614965 %	2.22013600873 %	2.04268712285 %	2.29541642067e-05 %	4.11520601544e-05 %	0.0 %
TEncSearch::xRecurIntraChromaCodingQT	16529330	5923767	5929708	595299	182268	35316	189	0	18	15933842	5741499	5894374	2.86399811435 %	3.60147084002 %	1.83561360698 %	0.000729314808737 %	0.00114342202618 %	0.000151854203092 %
TComDataCU::setTrIdxSubParts	16220544	8110272	4730992	893469	310760	0	4	0	0	15327071	7799512	4730992	4.14368232011 %	5.50825545678 %	2.42001098957 %	1.37637685859e-05 %	2.46600853831e-05 %	0.0 %
TEncEntropy::encodeQtCbfZero	15880896	9263856	5293632	81844	326801	0	2	1	0	15799050	8937054	5293632	1.34253185057 %	0.515361349889 %	2.2448996695 %	9.85597658535e-06 %	1.25937478591e-05 %	6.86931701403e-06 %
TEncSearch::xMergeEstimation	15185891	6408830	6164261	377354	140718	11406	25	0	0	14808512	6268112	6152855	1.90741144614 %	2.48489864704 %	1.20991727492 %	9.00609395546e-05 %	0.000164626494422 %	0.0 %
isLeftAvailable	15158531	5649664	4481685	477494	57442	50	6	12	1	14681031	5592210	4481634	2.11541533609 %	3.15000180426 %	0.56746638577 %	7.51288657756e-05 %	3.95816718652e-05 %	0.000128314600553 %
TEncSearch::xSetSearchRange	14087844	4695948	6000378	146998	3981	3400	13	0	0	13940833	4691967	5996978	0.622893564723 %	1.04343858436 %	0.0690050022784 %	5.24528358222e-05 %	9.22781370946e-05 %	0.0 %
TComTrQuant::invTransformNxN	13833581	6738347	5142583	788216	83272	132066	20	0	0	13045345	6655075	5010517	3.90267580822 %	5.69784497593 %	1.81246754252 %	7.7777096364e-05 %	0.000144575724825 %	0.0 %
TComCUMvField::setAllMvd	13238236	4134602	2489796	129905	73916	155931	21	1	0	13108310	4060685	2333865	1.81119986403 %	0.981286328481 %	3.46970396404 %	0.000110760737977 %	0.000158631406783 %	1.50957113386e-05 %
TComDataCU::xGetDistScaleFactor	13236549	2734704	781344	94845	0	0	4	0	0	13141700	2734704	781344	0.566151027211 %	0.716538729241 %	0.0 %	2.38768950271e-05 %	3.02193570243e-05 %	0.0 %
isAboveAvailable	13157827	4382196	4629389	599919	3534	59988	8	1	2	12557900	4378661	4569399	2.99259628537 %	4.55940787183 %	0.704892646521 %	4.96179149903e-05 %	6.0800313e-05 %	3.32904810863e-05 %
TComDataCU::deriveRightBottomIdx	13021249	6418168	1824760	204167	256027	0	8	2	0	12817074	6162139	1824760	2.16417498782 %	1.56795250594 %	3.10602009383 %	4.70274490285e-05 %	6.14380387012e-05 %	2.42632229713e-05 %
isBelowLeftAvailable	13014489	4961988	4056833	470487	0	0	6	0	0	12543996	4961988	4056833	2.13534416754 %	3.61510159946 %	0.0 %	2.72314963117e-05 %	4.61024631855e-05 %	0.0 %
TEncSbac::codeTransformSkipFlags	12943114	7306351	2107515	388822	127613	119329	17	9	2	12554275	7178729	1988184	2.8436935579 %	3.00408387039 %	2.62317309382 %	0.000125240528909 %	0.000131343971783 %	0.00011684891202 %
TEncSearch::xEncSubdivCbfQT	12573833	5144485	3764943	830084	101226	6949	86	0	0	11743663	5043259	3757994	4.36739562025 %	6.6016782631 %	1.2141632437 %	0.000400311665906 %	0.000683960093951 %	0.0 %
isAboveRightAvailable	12359003	4382196	4174403	712515	0	0	10	0	0	11646478	4382196	4174403	3.40661961343 %	5.76514950276 %	0.0 %	4.78111985493e-05 %	8.09126755613e-05 %	0.0 %
TComDataCU::initSubCU	12273120	4679040	5209200	163682	108093	105832	32	73	158	12109406	4570874	5103210	1.70389813622 %	1.33366250798 %	2.16342847666 %	0.00118675027164 %	0.000260732397304 %	0.00233610834688 %
TComPrediction::xCheckIdenticalMotion	12234564	7241001	928845	191977	400369	0	35	0	0	12042552	6840632	928845	2.90302929612 %	1.56913642366 %	4.90056972922 %	0.000171531546367 %	0.000286074763269 %	0.0 %
TEncSbac::loadIntraDirMode	11574255	5611760	3858085	24141	104845	0	11	15	0	11550103	5506900	3858085	0.612931890649 %	0.208574979556 %	1.1071458931 %	0.000123550068665 %	9.50385143579e-05 %	0.00015839752393 %
TComYuv::copyToPicComponent	11529656	4755848	3008166	92358	146322	6123	100	229	2	11437198	4609297	3002041	1.26882547488 %	0.801047316589 %	1.96348177631 %	0.00171558858424 %	0.00086732856557 %	0.00297526511415 %
TEncSearch::xEncCoeffQT	11442967	5406481	3531714	697642	108496	14	34	0	0	10745291	5297985	3531700	3.95537801034 %	6.09668803554 %	1.21400349847 %	0.000166820714148 %	0.000297125736708 %	0.0 %
TEncEntropy::xEncodeTransform	11418257	4720030	2482312	57214	39645	26418	41	12	16	11361002	4680373	2455878	0.662046371333 %	0.501074726204 %	0.917243307802 %	0.000370557359621 %	0.000359074068836 %	0.000388762433109 %
TEncSearch::xGetIntraBitsQT	10706660	4840185	5264305	420722	179223	7460	26	0	0	10285912	4660962	5256845	2.91865178042 %	3.92953544803 %	1.84752520909 %	0.000124933028689 %	0.000242839503636 %	0.0 %
TComRdCost::setDistParam	10420592	5210296	3984344	381970	299418	107057	8	1	0	10038614	4910877	3877287	4.01955480312 %	3.66553071073 %	4.42078210784 %	4.58827099267e-05 %	7.67710702041e-05 %	1.08759016122e-05 %
TEncCu::xCheckRDCostMerge2Nx2N	10073393	3462760	5153180	333574	387063	39148	37	5	17	9739782	3075692	5114015	4.06534037357 %	3.31143637501 %	4.94677307409 %	0.00031568809866 %	0.000367304243962 %	0.000255340682502 %
TComDataCU::deriveLeftRightTopIdx	9920196	5229156	1771204	219805	532021	27586	12	1	2	9700379	4697134	1743616	4.60630253521 %	2.21573243109 %	7.99397459559 %	8.86495691986e-05 %	0.000120965351894 %	4.28549388889e-05 %
TComYuv::copyPartToPartComponentMxN	9708792	3964664	2797936	44629	27055	1060	8	0	0	9664155	3937609	2796876	0.441638448044 %	0.459676136846 %	0.415742465915 %	4.85690584014e-05 %	8.23995405402e-05 %	0.0 %
TEncSbac::store	9339852	3113284	3891605	5197	0	67088	0	0	3	9334655	3113284	3824514	0.442252342818 %	0.0556432800006 %	0.957731093241 %	1.83545276123e-05 %	0.0 %	4.28272310953e-05 %
TComDataCU::deriveLeftBottomIdx	9083476	4446164	1293864	101648	243698	0	7	2	0	8981821	4202464	1293864	2.32971907317 %	1.1190429743 %	4.24558904591 %	6.07143897961e-05 %	7.70630097993e-05 %	3.48430356089e-05 %
TEncSearch::xSetResidualQTData	8839678	3380683	1777509	22260	66671	14742	12	1	5	8817406	3314011	1762762	0.740634110761 %	0.251819127348 %	1.5783243431 %	0.000128590992772 %	0.000135751551131 %	0.000116319826792 %
xITrMxN	8780449	2366227	2679299	1202762	7433	154661	39	0	0	7577648	2358794	2524638	9.87167993577 %	13.6981833161 %	3.21262837611 %	0.000282077755818 %	0.000444168629645 %	0.0 %
TEncSearch::xRecurIntraChromaCodingQT	8625836	3064200	3151850	351855	116769	81375	111	0	9	8273870	2947431	3070466	3.70572176609 %	4.07908288542 %	3.18761914721 %	0.000808522582642 %	0.0012868317923 %	0.00014478648016 %
TComBitCounter::resetBits	8621415	5747610	2873805	114511	0	0	2	0	0	8506902	5747610	2873805	0.664107921959 %	1.32821584392 %	0.0 %	1.15990240581e-05 %	2.31980481162e-05 %	0.0 %
TEncGOP::xCalculateAddPSNR	8269382	3006085	5782	209	98123	86	90	662	0	8269083	2907300	5696	0.872403401432 %	0.00252739563851 %	3.26073495277 %	0.00666592856872 %	0.00108835218883 %	0.0219797222122 %
TEncSearch::xStoreIntraResultQT	8061768	3891888	2154438	271894	74460	0	28	1	0	7789846	3817427	2154438	2.45500207186 %	3.37263488604 %	1.23149165295 %	0.000205555761111 %	0.000347318354981 %	1.65389692848e-05 %
TEncSearch::xEncSubdivCbfQT	8042716	3302889	1848946	20262	3446	15370	0	0	2	8022454	3299443	1833574	0.296167713475 %	0.251929820722 %	0.365229088276 %	1.51577723259e-05 %	0.0 %	3.8821119077e-05 %
TEncSearch::xRecurIntraCodingQT	7934378	2891778	2330385	358525	124256	82525	165	0	61	7575688	2767522	2247799	4.29676766864 %	4.51862767315 %	3.95968107468 %	0.00171777673174 %	0.00207955809517 %	0.00116809835312 %
TEncSearch::xEncCoeffQT	7682106	3946648	1993090	37470	27237	0	0	0	0	7644636	3919411	1993090	0.475023792667 %	0.48775687292 %	0.458555579388 %	0.0 %	0.0 %	0.0 %
TComRdCost::setDistParam	7550433	3432015	2974413	64588	107513	0	5	1	0	7485840	3324501	2974413	1.23309245539 %	0.855421139423 %	1.67820507778 %	4.29896091965e-05 %	6.62213677017e-05 %	1.56093223868e-05 %
TComBitCounter::getNumberOfWrittenBits	7486749	7486749	0	2203	0	0	0	0	0	7484546	7486749	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSearch::xEncIntraHeader	7441009	2889627	1955511	818101	159724	2051	57	0	1	6622851	2729903	1953459	7.97545398081 %	10.994490129 %	3.33891418573 %	0.000472076396286 %	0.000766025145246 %	2.06392470142e-05 %
TEncBinCABAC::getTEncBinCABAC	7137250	7137250	0	28008	0	0	2	0	0	7109240	7137250	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTrQuant::xITransformSkip	7102709	2404419	1271302	202707	0	3978	18	0	0	6899984	2404419	1267324	1.91757983306 %	2.8539392505 %	0.108223665507 %	0.000167000203184 %	0.000253424432847 %	0.0 %
TComDataCU::hasEqualMotion	7030472	4168605	649041	200258	204342	0	6	118	0	6830208	3964145	649041	3.41488833923 %	2.84842895328 %	4.24153206774 %	0.0010465797184 %	8.53427764167e-05 %	0.00244932898764 %
TComPrediction::xWeightedAverage	6933556	2328790	1889439	139975	1005	0	4	0	0	6793577	2327785	1889439	1.2641922347 %	2.0188053576 %	0.0238251645418 %	3.58686972534e-05 %	5.76904549412e-05 %	0.0 %
TComTU::isNonTransformedResidualRotated	6682310	4677617	668231	422698	0	0	2	0	0	6259610	4677617	668231	3.5142371758 %	6.32562691644 %	0.0 %	1.66276498862e-05 %	2.99297697952e-05 %	0.0 %
TComPrediction::UseDPCMForFirstPassIntraEstimation	6663965	4208820	701470	16246	12319	0	6	0	0	6647713	4196501	701470	0.246797742058 %	0.243788795409 %	0.250881312509 %	5.18391896498e-05 %	9.00364872865e-05 %	0.0 %
TComDataCU::CUIsFromSameSliceAndTile	6587965	4134210	597398	66011	262659	0	6	4	0	6521948	3871547	597398	2.90355475423 %	1.00199378716 %	5.55115723872 %	8.83425549709e-05 %	9.10751650927e-05 %	8.45378568977e-05 %
TEncEntropy::encodeIntraDirModeLuma	6556480	3746560	2341600	25437	45632	0	2	1	0	6531041	3700927	2341600	0.562048425262 %	0.38796732393 %	0.749520380542 %	2.37254678662e-05 %	3.05041729709e-05 %	1.64253239074e-05 %
TComTU::TComTU	6553000	2621200	2686730	403264	78302	137743	25	24	17	6149711	2542874	2548970	5.22142024276 %	6.15388371738 %	4.07023076793 %	0.000556448777625 %	0.000381504654357 %	0.000772429176722 %
TComDataCU::setTransformSkipSubParts	6388775	3322163	1788857	227798	27570	0	3	0	0	6160974	3294593	1788857	2.22063088951 %	3.56559747369 %	0.539422659273 %	2.60874215584e-05 %	4.69573588051e-05 %	0.0 %
TComLoopFilter::xEdgeFilterLuma	6301495	2448899	1003228	225	25577	0	224	65	0	6301046	2423257	1003228	0.2645376251 %	0.00357058126683 %	0.740905534472 %	0.0029630018469 %	0.00355471201675 %	0.001882897124 %
TComDataCU::copyPartFrom	6107400	2568240	2317680	163800	114433	40568	42	0	0	5943558	2453807	2277112	2.89995197083 %	2.68199233716 %	3.17240151292 %	0.000382050190479 %	0.000687690342863 %	0.0 %
TComDataCU::copyToPic	6051760	2729640	2232380	156000	157561	13224	40	6	0	5895720	2572073	2219156	2.96705581553 %	2.57776250215 %	3.44184424891 %	0.000417658605856 %	0.000660964744141 %	0.000120918496902 %
TComPattern::initPattern	5516784	2145416	2451904	97898	0	368	2	0	0	5418884	2145416	2451536	0.971573952572 %	1.77454836006 %	0.00800466358661 %	1.97743665677e-05 %	3.62530053741e-05 %	0.0 %
