Traffic__QP_32_nF_5_SR_1_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComCUMvField::setAllRefIdx	1528417699	464591552	327724473	10347313	4901493	5226276	819	18	624	1518069567	459690041	322497573	0.882267611672 %	0.676995104595 %	1.27824866347 %	6.29542280052e-05 %	5.35848283186e-05 %	8.102827404e-05 %
TEncBinCABACCounter::getNumWrittenBits	1521815360	856021140	380453840	4531037	13215152	10675	26	0	0	1517284297	842805988	380443165	0.643763411795 %	0.29773894515 %	1.06963967843 %	9.42612879542e-07 %	1.70848584417e-06 %	0.0 %
TComDataCU::getPUBelowLeft	1520714876	770413490	289825206	13021333	47354366	2297839	46	403	12	1507693497	723058721	287527355	2.42830939231 %	0.856263932543 %	4.68311571605 %	1.78616153735e-05 %	3.02489314243e-06 %	3.91421291796e-05 %
TEncSearch::xRecurIntraCodingQT	1509345199	611938875	482860647	85171840	31609244	20932212	1203	39	24	1424172156	580329592	461928411	5.28823513108 %	5.64296623837 %	4.7991851425 %	4.86148096836e-05 %	7.97034370134e-05 %	5.75447821578e-06 %
TComRdCost::setDistParam	1499109878	793646406	529097604	7529184	40793754	0	5	14	0	1491580689	752852638	529097604	1.71245358257 %	0.502243638741 %	3.08402485225 %	6.73316222388e-07 %	3.33531255672e-07 %	1.05840585133e-06 %
TComDataCU::getPartIndexAndSize	1497859580	673806779	236105255	4810949	30253970	2239479	138	406	14	1493048493	643552403	233865762	1.54933290945 %	0.321188251839 %	3.57105388058 %	2.31749554964e-05 %	9.21314666893e-06 %	4.61583080898e-05 %
TEncSbac::codeQtCbfZero	1484526675	665477475	614286900	4724524	10499203	0	37	0	0	1479802114	654978272	614286900	0.550728079086 %	0.318251202862 %	0.820401255505 %	1.33849870838e-06 %	2.49237690525e-06 %	0.0 %
TComDataCU::xGetColMVP	1483944217	655504548	217384896	14662450	138481348	12	146	1338004	0	1469281621	515685196	217384884	6.49786247261 %	0.988072855571 %	15.8647078335 %	0.0567774477318 %	9.83864476356e-06 %	0.153284474821 %
TEncSearch::xCheckBestMVP	1464434698	568604872	310155736	13600700	22040791	893949	108	56	0	1450833890	546564025	309261787	1.55921445841 %	0.928733798685 %	2.6098962324 %	6.99898978033e-06 %	7.37485940121e-06 %	6.37261154974e-06 %
TComRdCost::xGetSAD12	1412970668	391061358	33795426	101498	1250126	67783	144	34	0	1412869026	389811198	33727643	0.077232876158 %	0.00718330552068 %	0.310200766383 %	9.68534885069e-06 %	1.01912943603e-05 %	8.00269673933e-06 %
QpParam::QpParam	1337487998	340852094	233014716	29975927	27304795	0	26	15	0	1307512045	313547284	233014716	2.99686493372 %	2.24121091515 %	4.75803697377 %	2.14507530619e-06 %	1.94394267753e-06 %	2.61384693079e-06 %
TEncSearch::encodeResAndCalcRdInterCU	1333890488	479349501	492230268	58478966	32241302	9977419	637	530	51	1275410885	447107669	482252798	4.36777211479 %	4.38409048764 %	4.34536847586 %	5.28308702444e-05 %	4.77550447905e-05 %	5.97995160601e-05 %
TEncBinCABAC::resetBits	1316004828	329001207	767669483	3672326	696253	0	12	1	0	1312332490	328304953	767669483	0.181067821487 %	0.279051103907 %	0.063487882584 %	5.3882090248e-07 %	9.11850758043e-07 %	9.11850758043e-08 %
TEncSbac::codeLastSignificantXY	1266799076	497381673	282406922	27886077	6014477	0	330	97	0	1238912669	491367099	282406922	1.65644279404 %	2.2013022845 %	0.771295840766 %	2.08639974749e-05 %	2.6049908486e-05 %	1.24392688765e-05 %
TEncSearch::xTZSearchHelp	1257949669	531843368	395494941	20280966	19453	87227	52	0	0	1237668651	531823915	395407714	0.932950082792 %	1.61222396252 %	0.0115038922651 %	2.37954908111e-06 %	4.13371069459e-06 %	0.0 %
TComDataCU::getInterMergeCandidates	1190882000	412173424	408209963	87391053	18091528	5861769	755	9593	14	1103490192	394072303	402348180	5.53603471325 %	7.33834695629 %	2.9197686569 %	0.000515198047308 %	6.33983887572e-05 %	0.00117103785282 %
fastInverseDst	1188144900	588791806	153138676	8771655	1320161	8834113	173	23	41	1179373072	587471622	144304522	0.980579783386 %	0.738264752052 %	1.36862876595 %	1.22793131403e-05 %	1.45605136209e-05 %	8.62614511099e-06 %
TEncEntropy::encodeCoeffNxN	1180277083	659128386	328816577	18842449	1183606	26516450	73	1	44	1161434561	657944779	302300083	2.14657465945 %	1.59644284138 %	2.80380558001 %	5.44224703451e-06 %	6.18498834311e-06 %	4.55490960381e-06 %
TComYuv::copyToPartComponent	1134620813	405908486	286058888	5941631	3918658	182021	90	469	0	1128679092	401989359	285876867	0.549785116945 %	0.523666667483 %	0.592611610616 %	3.06035046092e-05 %	7.93216543966e-06 %	6.77777620192e-05 %
TEncEntropy::estimateBit	1126572432	516345698	375524144	3108998	13170994	16306	20	6	0	1123463414	503174698	375507838	0.807370030341 %	0.275969650214 %	1.47861261576 %	1.2881220501e-06 %	1.77529641521e-06 %	6.7274390471e-07 %
TComPrediction::xPredInterBi	1119504859	429143573	350851782	13595916	5958557	411460	78	45	0	1105908865	423184971	350440322	1.05111506979 %	1.21445797137 %	0.81667370955 %	6.47538753054e-06 %	6.96736591833e-06 %	5.76926512594e-06 %
TEncSbac::load	1118762112	372920704	466150880	2968818	131011	5566	23	0	5	1115793271	372789693	466145309	0.158613829476 %	0.26536633375 %	0.0162771571108 %	1.43015211441e-06 %	2.05584366447e-06 %	5.95896714338e-07 %
TEncSearch::xLoadIntraResultQT	1024109002	377716812	202159480	23849975	10595211	321627	522	0	0	1000258505	367121601	201837853	2.16752691749 %	2.32885122125 %	1.88261499058 %	3.25439392713e-05 %	5.09711367619e-05 %	0.0 %
TComRdCost::setDistParam	1007054366	427563166	335988328	2314813	9588586	2282800	26	17	0	1004739527	417974563	333705528	0.801205921684 %	0.229859784948 %	1.55475905598 %	2.42854725444e-06 %	2.58178712866e-06 %	2.22643791985e-06 %
TEncSearch::xEncodeResidualQT	995639334	457414474	329096534	20219999	8157771	7314771	106	0	84	975419229	449256703	321781679	2.00277946023 %	2.03085578377 %	1.967237819 %	1.06612778688e-05 %	1.06464255057e-05 %	1.06800793817e-05 %
TComTU::GetEquivalentLog2TrSize	994169253	451895115	90379023	13706962	1102762	0	11	0	0	980462280	450792353	90379023	0.963896495423 %	1.37873525646 %	0.203358766853 %	7.15939166027e-07 %	1.10645143841e-06 %	0.0 %
TEncSearch::xExtDIFUpSamplingH	985211064	316011096	563862936	30565361	32879377	410527	94	38	0	954645609	283131681	563452409	3.4237185819 %	3.10241755466 %	3.78348522508 %	7.07742506136e-06 %	9.54110275806e-06 %	4.31880003478e-06 %
TEncSearch::xGetInterPredictionError	982905728	307158040	438797200	10555562	6054561	2582557	59	0	0	972350107	301103479	436214643	1.11013438068 %	1.07391397764 %	1.15786008823 %	3.41265151403e-06 %	6.00261025236e-06 %	0.0 %
TComYuv::copyPartToPartYuv	982332000	214885125	276280875	5910221	1600868	140	152	0	0	976421627	213284257	276280735	0.509754950465 %	0.60165208911 %	0.325960673174 %	1.03155891627e-05 %	1.5473383744e-05 %	0.0 %
TComDataCU::getPUAboveRightAdi	930976088	461146832	195577738	13308937	16095077	3654	192	92	6	917666959	445051663	195574078	1.85221740961 %	1.42956808145 %	2.45136724518 %	1.82654078109e-05 %	2.06235157352e-05 %	1.49225420331e-05 %
TComCUMvField::setAllMvField	923344250	374328750	474149750	8697980	658117	30164	14	0	0	914646256	373670633	474119586	0.529751692149 %	0.942008357121 %	0.0811194390901 %	7.90146757061e-07 %	1.51622756085e-06 %	0.0 %
TComDataCU::getCtxQtCbf	922018434	479497660	0	13554039	1379934	0	11	0	0	908464384	478117726	0	0 %	0 %	0 %	0 %	0 %	0 %
TComPrediction::filteringIntraReferenceSamples	920088138	226792902	60313659	17833274	4909558	875854	73	20	152	902254791	221883324	59437653	1.95649351505 %	1.93821366274 %	2.01507481398 %	2.02949864014e-05 %	7.93402251209e-06 %	5.99080701608e-05 %
TEncSearch::xUpdateCandList	843767684	222816657	114108722	1286839	526696	11465	40	1	0	842480805	222289960	114097257	0.154570231434 %	0.152511055401 %	0.159727059326 %	3.47253670618e-06 %	4.74064138252e-06 %	2.96801625027e-07 %
TComDataCU::getPUBelowLeftAdi	833557851	427696224	188472891	10427715	15964175	2156	142	53	1	823129994	411731996	188470734	1.82062185632 %	1.25098875711 %	2.59122546251 %	1.35197871459e-05 %	1.70354102993e-05 %	8.76382776829e-06 %
TEncEntropy::encodeQtCbf	781883494	446790568	279244105	6867181	10232	1490235	12	0	13	775016301	446780336	277753857	0.554913932541 %	0.878286989391 %	0.206666025164 %	1.65791490196e-06 %	1.53475550924e-06 %	1.79054809411e-06 %
TComDataCU::setMVPIdxSubParts	768103665	354974869	201720809	9488626	49183797	453839	279	1128123	0	758614760	304662949	201266970	4.46303527492 %	1.23533143147 %	8.91647590625 %	0.0851753139796 %	3.63232220745e-05 %	0.202646265201 %
TEncSbac::getNumberOfWrittenBits	760907680	475567300	190226920	0	0	5809	0	0	0	760907680	475567300	190221111	0.000407162841796 %	0.0 %	0.000872491803849 %	0.0 %	0.0 %	0.0 %
TComDataCU::setMVPNumSubParts	737125760	340630224	193929463	4135939	11826289	0	238	111	0	732989583	328803824	193929463	1.25520253752 %	0.561090009933 %	2.21234209904 %	2.74438935213e-05 %	3.22875705768e-05 %	2.07647532538e-05 %
TEncSearch::xModeBitsIntra	729419040	391725040	283662960	1504411	5811211	0	60	18	0	727914569	385913811	283662960	0.520756359535 %	0.206247838005 %	0.860425562788 %	5.55236397449e-06 %	8.22572440665e-06 %	2.66513470775e-06 %
TComDataCU::getPUAboveRight	720564242	355271008	130847664	13625994	18509764	142071	76	266	2	706938172	336760978	130705591	2.67492218755 %	1.89101723424 %	3.83688923597 %	2.85079034441e-05 %	1.05472899667e-05 %	5.513057108e-05 %
TComPrediction::motionCompensation	692254445	201597152	303659991	16113771	2237420	149438	96	0	0	676140578	199359732	303510553	1.5449227536 %	2.3277237317 %	0.472404602897 %	8.0166238859e-06 %	1.38677332726e-05 %	0.0 %
TEncSearch::xPatternSearchFracDIF	687788856	241655544	303618504	15474254	10139397	4433964	123	0	0	672314479	231516147	299184540	2.43682742401 %	2.24985529571 %	2.67266726767 %	9.97516019669e-06 %	1.78833953076e-05 %	0.0 %
partialButterflyInverse4	675601500	349382490	100375080	7127459	369494	4673319	115	17	15	668473926	349012979	95701746	1.08145678339 %	1.05497974768 %	1.12122915463 %	1.30624974658e-05 %	1.70218686607e-05 %	7.1149441687e-06 %
TComTU::useDST	670738896	406894705	80529118	3265814	30069	0	18	0	0	667473064	406864636	80529118	0.284578578289 %	0.486897959769 %	0.00616896396547 %	1.55418575514e-06 %	2.68360760161e-06 %	0.0 %
TComDataCU::xAddMVPCandOrder	669763232	212678712	155107542	15179079	17713128	121641	152	329	1	654584001	194965255	154985900	3.18190587008 %	2.26633506809 %	4.84922120009 %	4.64556155156e-05 %	2.26945870925e-05 %	8.97260287493e-05 %
TComDataCU::getPUAboveLeft	647282786	293651692	143087179	28609439	11606524	5947081	126	17	296	618673221	282045151	137139802	4.25849831522 %	4.41992891187 %	4.01924494603 %	4.04973458939e-05 %	1.94659896301e-05 %	7.16675388392e-05 %
TComDataCU::setTrIdxSubParts	628563888	314281944	183331134	33652108	22431335	0	28	4024	0	594911752	291846585	183331134	4.97998491296 %	5.35380868078 %	4.50778646939 %	0.000359801356477 %	4.45459889353e-06 %	0.000808660418688 %
TEncSbac::xWriteCoefRemainExGolomb	616808350	250765972	161083566	5134871	7	37	140	1	0	611673339	250765964	161083529	0.499185886766 %	0.832490513463 %	1.06835132592e-05 %	1.37071811381e-05 %	2.26974878015e-05 %	2.42807119526e-07 %
TEncEntropy::encodeQtCbfZero	614286900	358334025	204762300	3136877	8759350	0	15	5	0	611150008	349574670	204762300	1.01039548954 %	0.510653409669 %	1.55556866758 %	1.6986822621e-06 %	2.44185575177e-06 %	8.87947546097e-07 %
TEncSearch::xMergeEstimation	608348881	256723594	246940615	15392188	7345937	261845	145	63	0	592956548	249377594	246678770	2.06831827852 %	2.53015801964 %	1.51048692046 %	1.87048157859e-05 %	2.38350072678e-05 %	1.25083337021e-05 %
TEncSearch::xSetSearchRange	570479976	190159992	242982212	6615080	388902	0	20	0	0	563864876	189771090	242982212	0.697870387839 %	1.15956392482 %	0.0897862171842 %	1.99278178567e-06 %	3.50581980813e-06 %	0.0 %
TComCUMvField::setAllMvd	559317920	172305240	105761016	5207728	2072397	6827486	268	10	3035	554109924	170232833	98930495	1.68472385846 %	0.931085490699 %	3.20063395251 %	0.000395636805059 %	4.79155039409e-05 %	0.00109506275368 %
TComRdCost::xGetSAD	553002944	152941144	3636120	98116	1841698	34472	83	0	0	552904745	151099446	3601648	0.278232957704 %	0.0177424010242 %	1.19823910067 %	1.1697056804e-05 %	1.50089616883e-05 %	0.0 %
TEncBinCABACCounter::encodeBinsEP	550259721	200094444	150070833	5795571	0	0	0	0	0	544464150	200094444	150070833	0.643648389691 %	1.05324281949 %	0.0 %	0.0 %	0.0 %	0.0 %
isLeftAvailable	549585895	204660399	162688809	17233883	2333435	1	43	37	0	532351969	202326927	162688808	2.13399170083 %	3.13579426925 %	0.635209209434 %	8.72471778409e-06 %	7.82407270478e-06 %	1.00721600031e-05 %
TComDataCU::xGetDistScaleFactor	529757679	106938370	30553820	4044903	0	0	28	0	0	525712748	106938370	30553820	0.606205139622 %	0.763538342216 %	0.0 %	4.19632903667e-06 %	5.28543541886e-06 %	0.0 %
TComDataCU::deriveRightBottomIdx	527454016	260188200	73995096	8264290	8473095	4	58	49	0	519189668	251715056	73995092	1.94250977376 %	1.56682663309 %	2.53546454937 %	1.24182180263e-05 %	1.0996219242e-05 %	1.46626119817e-05 %
TComDataCU::initSubCU	485520000	184320000	206040000	6720000	4146680	4056497	149	3380	4795	478799851	180169940	201978708	1.70379241449 %	1.38408304498 %	2.10143892817 %	0.000950358496598 %	3.06887460867e-05 %	0.00209422071934 %
TComPrediction::xCheckIdenticalMotion	477741478	282093349	37220931	7543914	19908820	0	24	230347	0	470197540	261954182	37220931	3.44426769702 %	1.57907871671 %	6.23486679017 %	0.0289027458478 %	5.02363749124e-06 %	0.0721380202602 %
isAboveAvailable	477202968	158732346	168196530	22032764	164197	1286291	63	5	135	455170141	158568144	166910104	2.92032359808 %	4.61706348817 %	0.443670812363 %	2.52446164786e-05 %	1.32019296242e-05 %	4.28227698064e-05 %
isBelowLeftAvailable	471654329	179680533	147206908	17110617	0	4	57	0	0	454543655	179680533	147206904	2.14273337261 %	3.62778754438 %	1.2236627959e-06 %	7.13801107737e-06 %	1.20851217715e-05 %	0.0 %
TEncSearch::xEncSubdivCbfQT	470361966	192640483	140301478	30545658	2989676	189258	267	0	10	439816041	189650807	140112210	4.19823566977 %	6.49407482067 %	0.954801248377 %	3.44825900496e-05 %	5.67647937759e-05 %	3.00352649151e-06 %
TComYuv::copyToPicComponent	465837872	192186768	121092084	3686644	6055138	569843	63	11402	2	462151165	186120228	120522239	1.32350194552 %	0.791400661387 %	2.11472333919 %	0.00147179487319 %	1.35240185023e-05 %	0.00364020741496 %
TEncSearch::xRecurIntraChromaCodingQT	464175471	167491008	165135509	16338571	4960774	1151329	808	2	9	447836092	162530232	163984171	2.81759763883 %	3.51991262373 %	1.83752728289 %	0.00010278588813 %	0.000174072102143 %	3.30701235103e-06 %
isAboveRightAvailable	448251471	158732346	151734966	24869957	0	0	67	0	0	423381447	158732346	151734966	3.27788866669 %	5.54821536771 %	0.0 %	8.83067633242e-06 %	1.49469671233e-05 %	0.0 %
TEncSbac::loadIntraDirMode	445756080	216124160	148585360	916517	4419150	0	64	142	0	444839499	211704868	148585360	0.658345894015 %	0.205609534255 %	1.21169033372 %	2.54174884165e-05 %	1.43576280552e-05 %	3.89350955248e-05 %
TEncSearch::xEncCoeffQT	427405929	203345868	130346565	26050492	7009949	1143	157	0	0	401355280	196335919	130345422	4.34393051551 %	6.09502354377 %	2.10106412572 %	2.06280827602e-05 %	3.67332293137e-05 %	0.0 %
TComRdCost::setDistParam	421348128	210674064	161103696	11882592	8572589	8151454	35	14	0	409465501	202101461	152952242	3.60682149364 %	2.82013641698 %	4.49839791385 %	6.17808606948e-06 %	8.30667034552e-06 %	3.76569055664e-06 %
TEncCu::xCheckRDCostMerge2Nx2N	402492774	138134988	205376247	13185645	13201404	1547337	196	22	17	389306933	124933562	203828893	3.74453564096 %	3.27599545924 %	4.29352507204 %	3.15011711954e-05 %	4.86965264127e-05 %	1.13533404519e-05 %
TComDataCU::deriveLeftRightTopIdx	402173532	212166132	71878516	9887881	22704087	2602201	155	11	17	392285496	189462034	69276298	5.12871416493 %	2.45861057808 %	8.90926415202 %	2.66679032024e-05 %	3.85405770562e-05 %	9.85760520297e-06 %
TEncSearch::xGetIntraBitsQT	401080628	181281831	197265133	15545367	3955318	233665	129	3	0	385535132	177326510	197031468	2.531253409 %	3.87587081369 %	1.10659532327 %	1.69311606406e-05 %	3.21631091093e-05 %	7.92504044492e-07 %
TComTrQuant::invTransformNxN	394292732	191602114	147032761	24660884	2052472	6069959	113	0	0	369631735	189549642	140962802	4.47292675114 %	6.25446070865 %	2.39858077228 %	1.54176209111e-05 %	2.86589102028e-05 %	0.0 %
TComDataCU::deriveLeftBottomIdx	368423854	180482216	52537776	4059333	9424667	0	82	12	0	364364439	171057537	52537776	2.24193831056 %	1.10181057929 %	4.04457442433 %	1.56290567482e-05 %	2.22569736215e-05 %	5.14977272851e-06 %
TComTrQuant::getSigCoeffGroupCtxInc	366015654	122283592	26740491	1361270	20699	0	57	0	0	364654327	122262893	26740491	0.268322791567 %	0.371915786968 %	0.0138897013042 %	1.10671072357e-05 %	1.55731044225e-05 %	0.0 %
TEncSbac::store	354689772	118229924	147787405	175503	9845	3312875	1	0	1279	354514268	118220079	144473251	0.563586753618 %	0.0494807050709 %	1.24906148501 %	0.000206216426063 %	2.81936520008e-07 %	0.000480795745453 %
TEncGOP::xCalculateAddPSNR	338115782	122945285	32982	209	3874456	114	209	3870948	58	338115364	115199881	32810	0.840344612645 %	6.18131454154e-05 %	3.15061359582 %	0.839571668382 %	6.18131454154e-05 %	3.14771552278 %
TEncSbac::codeTransformSkipFlags	337995916	190973601	54364056	12343429	4738720	4191075	79	809	65	325652408	186234072	50172916	3.64683690167 %	3.65194619689 %	3.6397979459 %	0.000163371361449 %	2.33730634781e-05 %	0.000356243721688 %
TEncSearch::xRecurIntraChromaCodingQT	336373776	119925224	124107368	13884956	4537773	3573520	289	0	13	322488531	115387451	120533835	3.78980145855 %	4.12783545885 %	3.3238564298 %	5.20325097467e-05 %	8.59163289828e-05 %	5.32715728397e-06 %
TComBitCounter::resetBits	329001207	219334138	109667069	4241854	0	0	8	0	0	324759345	219334138	109667069	0.644656297568 %	1.28931259514 %	0.0 %	1.21580101072e-06 %	2.43160202145e-06 %	0.0 %
TComPrediction::xWeightedAverage	313899770	106096720	87072571	6158378	147583	8858	28	0	0	307741364	105949137	87063713	1.24535679372 %	1.96189312276 %	0.080986475226 %	5.52193027608e-06 %	8.92004476461e-06 %	0.0 %
TEncSearch::xStoreIntraResultQT	309026436	149185176	82584651	10105884	6055390	0	146	0	0	298920406	143129786	82584651	2.98842190779 %	3.27023284183 %	2.61267399574 %	2.69972279746e-05 %	4.72451489555e-05 %	0.0 %
TEncSearch::xRecurIntraCodingQT	307988858	110892009	89115571	13422637	4235194	3526137	637	20	1165	294565584	106656795	85588269	4.17010168091 %	4.35815668371 %	3.88051842835 %	0.000358663932207 %	0.000206825663804 %	0.000592477545101 %
TComRdCost::setDistParam	302342040	137428200	119104440	2743589	3455118	0	18	4	0	299598433	133973078	119104440	1.10914078269 %	0.907445421748 %	1.34685317237 %	3.93648178873e-06 %	5.95352204411e-06 %	1.55925577346e-06 %
TComDataCU::hasEqualMotion	299995957	176647414	28170405	8487737	9027301	0	49	19294	0	291508171	167600819	28170405	3.46960380891 %	2.82928379598 %	4.40747833566 %	0.0038317100126 %	1.63335534552e-05 %	0.00942007882625 %
TComBitCounter::getNumberOfWrittenBits	285340380	285340380	0	16773	0	0	0	0	0	285323607	285340380	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncEntropy::xEncodeTransform	278251004	115202501	59761894	1562869	992951	624906	278	10804	9	276687857	114198746	59136979	0.701813311511 %	0.561675960745 %	0.924677846598 %	0.00244718074992 %	9.99097922392e-05 %	0.0061801145313 %
