BasketballDrill__QP_32_nF_32_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComRdCost::xGetSSE64	1354459720	598284670	588650930	1149507	20435856	1764960	9866	9472	957	1353300347	577839342	586885013	0.9187993232 %	0.084868304537 %	1.8704313865 %	0.000798577058842 %	0.000728408519967 %	0.000878649187033 %
TEncSbac::codeQtCbfZero	1337972768	599780896	553643904	4426223	56536935	2577377	5281	0	0	1333541264	543243961	551066527	2.55039724756 %	0.330815626884 %	5.12511192754 %	0.000211969380874 %	0.000394701605765 %	0.0 %
TComCUMvField::setAllRefIdx	1289519214	387988401	275188063	9153997	12157273	8331610	28865	7419	3679	1280336352	375823709	266852774	1.51804914273 %	0.709876743256 %	3.08950695814 %	0.00204655545922 %	0.00223843116773 %	0.00167346107747 %
partialButterflyInverse4	1280105400	661997364	190187088	13943410	1394466	12002524	4414	736	1846	1266157576	660602162	178182718	1.28220841901 %	1.08923921421 %	1.57207632321 %	0.000328097983182 %	0.00034481535661 %	0.000302986048847 %
TEncSbac::resetBits	1267817418	815025483	452791935	3012517	185157102	5414214	4136	9926	35	1264800765	629858455	447377686	7.63453121292 %	0.23761441965 %	15.0314480062 %	0.000555955447522 %	0.000326229939838 %	0.000785680955205 %
TEncBinCABACCounter::getNumWrittenBits	1238268976	696526299	309567244	2991296	68342704	4337859	2465	640	0	1235275215	628182955	305229385	3.37164154005 %	0.241570778076 %	7.22403632403 %	0.000138346634009 %	0.000199068219246 %	6.3612375256e-05 %
TComDataCU::getPUAbove	1235216544	592404917	277892831	31971467	46145781	4910009	14241	83274	2541	1203230836	546175862	272980281	3.94332431347 %	2.58832891733 %	5.86647387257 %	0.00475209312899 %	0.00115291525759 %	0.00986041848289 %
TEncEntropy::encodeCoeffNxN	1159789337	636913136	328569545	12940523	21756406	34615856	4867	1190	5939	1146843947	615155540	293947750	3.26136063586 %	1.11576495724 %	5.83876470385 %	0.000564445393267 %	0.000419645175613 %	0.000738387144616 %
TEncSearch::xExtDIFUpSamplingH	1151766108	369434412	659186892	40828102	71200378	4602987	30684	44389	1831	1110907322	298189645	654582074	5.34911669175 %	3.5448257868 %	7.36941425433 %	0.0035270796179 %	0.00266408255868 %	0.00449339322647 %
TEncBinCABAC::resetBits	1086700644	271675161	633908709	1948955	31299314	26170	1596	105	0	1084750093	240375742	633882539	1.6701650174 %	0.179346079416 %	3.45914774299 %	8.53793716734e-05 %	0.000146866573496 %	1.15947294865e-05 %
QpParam::QpParam	1078475016	273792571	183756990	30150745	18898299	1158985	2355	4369	0	1048321916	254889903	182598005	3.2686995867 %	2.79568321497 %	4.38363091337 %	0.000437753412327 %	0.000218363890221 %	0.000954869236559 %
TEncSearch::encodeResAndCalcRdInterCU	1067877473	385118699	396902786	49350625	78790788	23862392	100122	136322	21150	1018426726	306191589	373019244	8.21687067516 %	4.62137522776 %	13.1266444681 %	0.0139247605328 %	0.00937579474532 %	0.0201365311594 %
TComDataCU::xAddMVPCandOrder	1064230743	339977230	247605656	18038765	57147672	760305	23717	750083	1522	1046168261	282079475	246843829	4.5977791118 %	1.69500506527 %	9.85528652718 %	0.0469376197404 %	0.00222855805999 %	0.127914719422 %
fastForwardDst	1036815274	474714966	125173598	4243558	3722121	9206272	3104	174	791	1032568612	470992671	115966535	1.04917888022 %	0.409287759007 %	2.15513243223 %	0.000248609424963 %	0.000299378305648 %	0.000160863209921 %
TComRdCost::xGetSAD	999880576	276616544	6714208	214250	7643017	240951	838	4299	36	999665488	268969228	6473221	0.631089971176 %	0.0214275589648 %	2.78260229232 %	0.000403129234221 %	8.38100089265e-05 %	0.00153001393933 %
TComDataCU::getInterMergeCandidates	968578806	342658436	324617198	69019764	29631951	11753091	155579	254171	10714	899403463	312772314	312853393	6.74906050932 %	7.12588005978 %	6.20209099378 %	0.0257030203739 %	0.0160626062677 %	0.0396964892022 %
TEncSbac::load	960124128	320041376	400051720	1894164	16439773	2532213	2078	0	41	958227886	303601603	397519466	1.24187216402 %	0.197283241277 %	2.63465739435 %	0.000126114645757 %	0.000216430348889 %	5.69370824797e-06 %
TComPrediction::xPredIntraPlanar	953692199	437440518	164195626	5109682	1157235	8874207	4228	22	9884	948578289	436283261	155311535	0.973500165939 %	0.535778944754 %	1.66736026418 %	0.000908747022043 %	0.000443329619812 %	0.00164651012058 %
TEncSbac::codeIntraDirLumaAng	951676614	329401282	327450420	18897414	26291955	11170025	11655	5109	64	932767545	303104218	316280331	3.50378625228 %	1.98569700274 %	5.70326298705 %	0.00104617368763 %	0.00122468071912 %	0.000787544583389 %
TEncSearch::xEncodeResidualQT	944044416	419804390	325702063	18386044	36580140	14155525	37965	0	1301	925620407	383224250	311545237	4.09112920293 %	1.94758251713 %	6.8055299583 %	0.00232404958741 %	0.00402152688545 %	0.000174512238595 %
TEncEntropy::estimateBit	906110280	415300545	302036760	2525586	30499685	2013595	6184	3475	0	903578510	384797385	300023165	2.15829980122 %	0.278728324327 %	4.53249535098 %	0.000594968392527 %	0.000682477633959 %	0.000484430403351 %
TComPrediction::initAdiPatternChType	897445677	339767581	235375703	21183632	27764408	20543352	9645	8050	112989	876252400	311995123	214719362	4.71899449476 %	2.36043612922 %	8.39925655813 %	0.00887443838444 %	0.00107471685999 %	0.021045016671 %
TComPrediction::xPredInterBi	857146613	328594744	268840093	12385151	35555877	20583157	14603	30845	3158	844746859	293008022	248253778	4.71092113817 %	1.4449279519 %	9.39667902225 %	0.00334157980634 %	0.00170367586811 %	0.00569149937268 %
TComTU::GetEquivalentLog2TrSize	842599989	382999995	76599999	6312762	32372712	0	2246	0	0	836284981	350627283	76599999	2.97077826025 %	0.749200342085 %	7.04367111023 %	0.000172477348281 %	0.00026655590189 %	0.0 %
TComDataCU::getCtxQtCbf	842466888	441418540	0	8292474	13709796	0	1640	0	0	834172774	427708744	0	0 %	0 %	0 %	0 %	0 %	0 %
TComYuv::copyPartToPartYuv	819919488	179357388	230602356	4135138	2571680	2186121	3658	285	616	815780692	176785423	228415619	0.723074166033 %	0.504334640232 %	1.16055321763 %	0.000370686802523 %	0.000446141365529 %	0.000219777676513 %
TComYuv::copyToPartComponent	814676794	291538252	205707088	4109183	10743672	594076	8597	7122	63	810559014	280787458	205112949	1.17742742497 %	0.504394261659 %	2.28011146369 %	0.0012029677365 %	0.00105526511413 %	0.00144496075117 %
TComDataCU::getPUAboveRight	811289893	399861683	147822807	11111234	65509678	1341241	18747	794422	608	800159912	333557583	146480958	5.73683757216 %	1.36957628782 %	12.2061004503 %	0.0598817027149 %	0.00231076464304 %	0.145162043935 %
TEncSearch::xPatternSearchFracDIF	804063132	282508668	354946788	10701204	46059636	22608395	18459	10705	5812	793343469	236438327	332332581	5.50594599756 %	1.33089101765 %	10.772208529 %	0.00242633014178 %	0.00229571525734 %	0.00259108300737 %
TEncSearch::xGetInterPredictionError	786912448	245910140	351300200	8635952	36804783	22007893	28467	16249	8147	778248029	209089108	329284160	4.8730234474 %	1.09744762863 %	9.84789982035 %	0.00381924208302 %	0.00361755619349 %	0.00408499290217 %
TComPrediction::predIntraAng	779423138	315945808	207650617	7937892	13526634	1463005	83260	3169	329	771401986	302416005	206187283	1.75956920763 %	1.01843165965 %	2.86282302252 %	0.00665822697245 %	0.0106822592172 %	0.000668071788305 %
TEncSbac::xWriteCoefRemainExGolomb	778514323	315559430	202826806	5052787	601002	219506	5325	0	0	773456211	314958428	202607300	0.452871653053 %	0.649029420619 %	0.158281208685 %	0.000410594317586 %	0.000683995122849 %	0.0 %
TComDataCU::setMVPIdxSubParts	758048633	348424687	200085240	9273984	92054509	5741168	17284	55302	0	748757365	256314876	194344072	8.19478470219 %	1.22340224575 %	17.8293358399 %	0.00555551065388 %	0.00228006479368 %	0.0100822240907 %
TComDataCU::xGetDistScaleFactor	748494588	138525352	39578672	4564822	0	0	5062	0	0	743924704	138525352	39578672	0.492642870482 %	0.609867068271 %	0.0 %	0.00054629911317 %	0.000676290795038 %	0.0 %
TComCUMvField::setAllMvField	747044874	302856030	383617638	6962048	2509290	2005800	4986	1311	0	740077840	300345429	381611838	0.800627104829 %	0.931945086876 %	0.657722242013 %	0.000439268821121 %	0.000667429785483 %	0.000190976006963 %
TComDataCU::setMVPNumSubParts	733249872	337044448	193771270	3331220	45087567	5683607	12648	4122	0	729906004	291952759	188087663	4.28003059556 %	0.454308978045 %	9.56474578245 %	0.00132667166424 %	0.00172492358785 %	0.000776540682618 %
TEncEntropy::encodeQtCbf	702829638	401616936	251010585	2720901	12979453	3914120	3627	4	1372	700105110	388637479	247095093	1.44707443314 %	0.387135210709 %	2.5885474419 %	0.000369100562624 %	0.000516056780178 %	0.000210840020643 %
TComTrQuant::getSigCoeffGroupCtxInc	682637178	228589367	50996172	1507328	550270	0	1000	0	0	681128850	228039097	50996172	0.213838019374 %	0.220809538153 %	0.196816331048 %	0.000103926043559 %	0.000146490702855 %	0.0 %
TEncSearch::xSetSearchRange	665691480	221897160	283535260	6007470	362054	6399975	6352	175	0	659677658	221534931	277135285	1.09036277033 %	0.90244057202 %	1.3378700559 %	0.000557327879655 %	0.000954195778501 %	3.46238177599e-05 %
TComDataCU::getIntraDirPredictor	651068257	209576248	179040711	14210257	25821361	6066335	4966	53403	138	636853034	183701484	172974238	4.43383750106 %	2.18260633155 %	8.20543089063 %	0.00562737635388 %	0.000762746447336 %	0.0137773194813 %
TEncSbac::getNumberOfWrittenBits	619134488	386959055	154783622	0	6815010	3966095	0	0	0	619134488	380144045	150817527	0.928703339599 %	0.0 %	1.99007858486 %	0.0 %	0.0 %	0.0 %
TComDataCU::deriveRightBottomIdx	581074648	286452321	81444825	6143589	43938627	4447123	12713	289658	870	574918346	242224036	76996832	5.74614960579 %	1.05728050968 %	13.1519775367 %	0.0319546905311 %	0.002187842826 %	0.0789698977442 %
TEncSearch::estIntraPredQT	575648438	199955071	278255373	13251055	28425129	10684435	34355	13338	1843	562363028	171516604	267569095	4.96846588232 %	2.3019353698 %	8.17831657395 %	0.00470043957935 %	0.0059680523271 %	0.0031745437998 %
TComTU::useDST	567350769	344028641	68410410	1885705	9447221	0	2124	0	0	565462940	334581420	68410410	1.15666909052 %	0.332370220159 %	2.29057383802 %	0.000216781186806 %	0.000374371573294 %	0.0 %
TComPrediction::motionCompensation	558072812	162005686	245298068	13861345	10736409	3481127	22680	6392	0	544188787	151262885	241816941	2.90859359849 %	2.48378790401 %	3.49064693374 %	0.00301146734071 %	0.00406398582986 %	0.00156934473037 %
TComDataCU::getPUAboveLeft	557839631	253207441	123817563	16749299	24825327	3468375	15822	74021	2602	541074510	228308093	120346586	4.81813080885 %	3.00252941333 %	7.50446301965 %	0.00988859740106 %	0.00283629902229 %	0.0203230552847 %
TEncEntropy::encodeQtCbfZero	553643904	322958944	184547968	2679069	77979183	1575726	3684	2123	0	550961151	244977638	182972242	7.74950900099 %	0.483897498129 %	15.6756306405 %	0.000547236067903 %	0.000665409656529 %	0.000418319425766 %
TEncBinCABACCounter::encodeBinsEP	547038536	198923104	149192328	6909958	286578	0	1375	0	0	540127203	198636526	149192328	0.803943931129 %	1.263157446 %	0.082322693468 %	0.000153604860075 %	0.000251353407395 %	0.0 %
TEncSearch::xRecurIntraCodingQT	535469915	215128754	169688773	30541891	38239586	11985280	34490	19124	7892	504893534	176870044	157695601	8.77625330022 %	5.70375480385 %	13.051605625 %	0.00668334665812 %	0.00644107148391 %	0.00702047025005 %
TComRdCost::setDistParam	492579216	246289608	188339112	17064131	37768219	28050360	3035	10236	2627	475512050	208511153	160286125	8.93895606174 %	3.46424096789 %	15.1436331681 %	0.00171461000092 %	0.000616144551255 %	0.00295953751054 %
TEncSearch::xMergeEstimation	491986720	207840744	199714764	12334281	29089792	3094029	37716	16660	4021	479614723	178734292	196616714	4.94897300141 %	2.5070353525 %	7.89679451468 %	0.00649185754512 %	0.00766606057985 %	0.00507440081021 %
TEncSbac::codeTransformSkipFlags	475511290	269033700	75102045	5728651	21380415	4190455	5443	1741	2914	469777196	247651544	70908676	3.81865847901 %	1.20473501271 %	7.43046032606 %	0.00123199372032 %	0.001144662622 %	0.00135266390302 %
TComDataCU::setTrIdxSubParts	473129064	236564532	137995977	26606557	51914572	721764	4122	1355	0	446518385	184648605	137274213	9.34810283434 %	5.62353045384 %	14.0528258413 %	0.000646109162416 %	0.000871221050161 %	0.000361757304212 %
TComDataCU::deriveLeftRightTopIdx	468523772	247019844	83675808	10308606	46726800	8887705	9092	90553	588	458206074	200202491	74787515	8.24843703999 %	2.20023115497 %	16.8174285521 %	0.0125413618576 %	0.00194056322077 %	0.0275603865514 %
TComCUMvField::setAllMvd	452296235	139192036	86151813	4878601	4320275	5486754	13029	3044	10582	447404605	134868717	80654477	2.16717256649 %	1.07862958444 %	4.35202870791 %	0.00393350402808 %	0.00288063419321 %	0.00604675923504 %
TComDataCU::getPUAboveRightAdi	449752198	222303035	96053274	4902318	23388587	748553	4742	17716	147	444845138	198896732	95304574	3.78064527802 %	1.09000423384 %	7.58180042853 %	0.00294294358076 %	0.00105435838248 %	0.00561100863875 %
TComDataCU::deriveLeftBottomIdx	429051408	210062300	61134552	3262843	35483817	639392	9205	4409	0	425779360	174574074	60495160	5.62458405823 %	0.760478334102 %	13.3199219436 %	0.00194416762992 %	0.00214543055409 %	0.00162575633437 %
TComTrQuant::invTransformNxN	428976053	208365217	160056676	16716847	18569414	2697226	7420	0	20	412251786	189795803	157359430	4.76342925017 %	3.89691846039 %	5.77236054753 %	0.000933034758532 %	0.00172970028236 %	5.42855904603e-06 %
TComDataCU::getPUBelowLeftAdi	399548640	205757455	91585639	4463193	23643719	553440	2971	5180	112	395082476	182108556	91032087	4.11259749567 %	1.11705873908 %	8.1377908175 %	0.00118569350114 %	0.000743589065902 %	0.00177976220292 %
TComPrediction::xCheckIdenticalMotion	396559112	235049169	29958519	6389225	47309054	0	11309	281229	0	390158578	187458886	29958519	8.11683400679 %	1.61116585313 %	17.8519552987 %	0.044218966248 %	0.00285178165317 %	0.106121072231 %
TComYuv::copyPartToPartComponentMxN	351887984	143258208	105931663	2371836	3161227	835269	4748	336	0	349511400	140096645	105096394	1.05948538064 %	0.674031540673 %	1.60379552506 %	0.000845813892112 %	0.0013492930182 %	0.000134836941266 %
TEncSearch::xLoadIntraResultQT	347846863	128287522	68662612	7575194	8149837	1671078	7217	559	2612	340264452	120137126	66988922	3.193135993 %	2.17773819625 %	4.98649825747 %	0.0019067652827 %	0.00207476357204 %	0.00161005221758 %
TComPrediction::filteringIntraReferenceSamples	342912188	85030260	22895211	7968072	13617112	927139	1405	1018	899	334942711	71412130	21967173	4.99344332724 %	2.3236479422 %	13.4761987742 %	0.000736850601028 %	0.000409725885859 %	0.00177622574378 %
TEncCu::xCheckRDCostMerge2Nx2N	329674503	113584904	169260090	11384839	26291163	2235813	39584	10161	1812	318250080	87283580	167022465	6.5160072774 %	3.45335744694 %	10.0857277326 %	0.00841720145277 %	0.0120069946689 %	0.00423306059997 %
TEncSearch::xUpdateCandList	327412191	85221219	44217983	468758	3993154	72327	856	175	9	326942577	81227890	44145647	0.992497575683 %	0.143170600511 %	3.14084213838 %	0.000227645141491 %	0.000261444143966 %	0.000142151679829 %
fastInverseDst	318745800	157956252	41082792	2100810	516579	2479134	2196	163	47	316642794	157439510	38603611	0.984293584306 %	0.65908633149 %	1.50508811728 %	0.000464671770115 %	0.000688950254403 %	0.000105506937624 %
TComDataCU::initSubCU	305843200	116293632	129798656	4195554	7323104	3509073	23992	14021	19924	301623654	108956507	126269659	2.72273324088 %	1.37179901335 %	4.40167267655 %	0.0104970601202 %	0.00784454256299 %	0.0137936057549 %
TComYuv::copyToPicComponent	285148296	117616424	74149746	1961190	5264806	491154	6867	46811	471	283180239	112304807	73658121	1.61814131258 %	0.68777896537 %	3.00155131638 %	0.0113540275794 %	0.00240822059831 %	0.0246560694204 %
xITrMxN	284837994	76699273	89049621	39269534	1955679	10992066	10047	0	2116	245558413	74743594	78055439	11.5887258131 %	13.7866207554 %	7.81166298461 %	0.00269936838464 %	0.00352726820566 %	0.00127662993637 %
TComBitCounter::resetBits	271675161	181116774	90558387	3104503	0	0	1811	0	0	268568847	181116774	90558387	0.57136305516 %	1.14272611032 %	0.0 %	0.000333302461906 %	0.000666604923812 %	0.0 %
TEncSbac::store	265657884	88552628	110690785	93150	7265913	2976772	12	0	2382	265564722	81286715	107711631	2.22323212835 %	0.0350638944335 %	5.14078977356 %	0.000514948014869 %	4.51708784972e-06 %	0.00119552258423 %
TEncSearch::xModeBitsIntra	263184390	141339765	102349485	546397	31901150	6610765	2175	59879	0	262635818	109378736	95738720	7.70572957789 %	0.207609957414 %	15.803698768 %	0.0122424989392 %	0.000826416794704 %	0.0245718676552 %
TComPattern::initPattern	260777232	101413368	115900992	3279676	0	1887851	2253	0	1505	257495303	101413368	114011636	1.08086548403 %	1.25765427252 %	0.868718937856 %	0.000786041851161 %	0.000863955791969 %	0.000692545122191 %
isLeftAvailable	250499151	92109157	74685463	6737316	5121687	479392	901	2604	3	243760934	86984866	74206068	2.95676472008 %	2.68955642089 %	3.358069343 %	0.000840654772199 %	0.000359681857764 %	0.0015630000536 %
TComDataCU::CUIsFromSameSliceAndTile	243716795	154636706	20647666	1541555	23777826	0	3206	233286	0	242172034	130625594	20647666	6.0427948641 %	0.632518985817 %	13.565285786 %	0.0564418475713 %	0.00131546125083 %	0.133090016719 %
TComPrediction::xWeightedAverage	240030928	81159930	66652375	4533307	394436	955494	4527	0	882	235493094	80765494	65695999	1.5169110866 %	1.88863453463 %	0.913273086432 %	0.00139463565167 %	0.00188600695657 %	0.000596702689942 %
TComRdCost::setDistParam	236453415	107478825	93148315	2259742	13720336	2995310	1951	4477	0	234191722	93754012	90153005	4.34139377351 %	0.955681693157 %	8.33169729679 %	0.00147066711764 %	0.000825109673294 %	0.00223150267706 %
TEncSearch::xRecurIntraChromaCodingQT	235411288	84029998	84859730	9028820	10312814	2913528	12997	1013	950	226369471	73716171	81945252	5.50460204631 %	3.8353386011 %	7.83134780109 %	0.00370021330839 %	0.00552097569765 %	0.0011622968568 %
TEncSearch::xCopyAMVPInfo	232226154	103211624	51605812	1609857	12288199	18320287	1952	5156	19102	230614345	90918269	33266423	8.32421562646 %	0.693228119344 %	19.7706968871 %	0.00677184706766 %	0.000840559931075 %	0.0156687777726 %
TComBitCounter::getNumberOfWrittenBits	232175433	232175433	0	774612	0	0	51	0	0	231400770	232175433	0	0 %	0 %	0 %	0 %	0 %	0 %
TComDataCU::hasEqualMotion	225597724	133510050	20956185	6388839	9673820	35011	9886	264604	0	219198999	123571626	20921174	4.23551605429 %	2.83196075152 %	6.28540664567 %	0.0722220546042 %	0.00438213640843 %	0.171302161926 %
