BQMall__QP_32_nF_5_SR_32_MSizeL1_8192_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncSearch::xEstimateMvPredAMVP	38331744	14590048	17488020	531607	1947977	1553645	24	0	8	37800113	12642071	15934367	5.72822009523 %	1.38685836992 %	10.9159379549 %	4.54482111101e-05 %	6.26112915708e-05 %	2.49391578071e-05 %
TComDataCU::getPUBelowLeft	38277240	19401656	7329914	287912	1455370	158204	7	21	8	37989321	17946265	7171702	2.92496663145 %	0.752175444207 %	6.03621111667 %	5.53771096564e-05 %	1.82876299336e-05 %	0.000108485958737 %
TComDataCU::getPartIndexAndSize	37391815	16791741	5882475	124050	1462978	213946	14	1	8	37267751	15328762	5668521	2.99832362821 %	0.331757097108 %	7.39573090421 %	3.8291193237e-05 %	3.74413491295e-05 %	3.96926623615e-05 %
TComDataCU::xGetColMVP	36102229	16123530	5356876	363633	3937486	9	12	2714	0	35738584	12183330	5356867	7.46948798019 %	1.00723143715 %	18.3306358362 %	0.00473406609475 %	3.32389448862e-05 %	0.0126347704974 %
TEncSearch::xCheckBestMVP	35938626	13925986	7609266	510270	1076137	107822	22	0	0	35428334	12849849	7501444	2.9478244012 %	1.41983725254 %	5.49777174653 %	3.8278259212e-05 %	6.12154732905e-05 %	0.0 %
QpParam::QpParam	35155020	8955234	6109524	1049221	707252	0	6	1	0	34105793	8247981	6109524	3.49757221149 %	2.98455526408 %	4.69474517944 %	1.39387314695e-05 %	1.70672637933e-05 %	6.63800905398e-06 %
TEncBinCABAC::resetBits	34485660	8621415	20116635	91949	140012	140	2	0	0	34393709	8481403	20116495	0.367110693124 %	0.26662966578 %	0.487687925938 %	3.16337019767e-06 %	5.79951202906e-06 %	0.0 %
TEncEntropy::encodeCoeffNxN	33822523	18705162	9515513	538020	249538	1011618	8	2	15	33284495	18455622	8503880	2.89987630876 %	1.59071515747 %	4.46890799033 %	4.02945057732e-05 %	2.36528776993e-05 %	6.02395229738e-05 %
TEncSearch::encodeResAndCalcRdInterCU	32978487	11877755	12213036	1481263	1571748	436970	57	10	20	31497167	10305997	11776046	6.11534107721 %	4.49160387497 %	8.33811558948 %	0.000152446295185 %	0.000172839948661 %	0.000124528912313 %
TComRdCost::xGetSSE64	31973648	14123228	13895812	26421	445284	8680	86	0	0	31947141	13677944	13887132	0.80073925009 %	0.0826336738304 %	1.62019826518 %	0.000143350803018 %	0.000268971498029 %	0.0 %
partialButterflyInverse4	31824800	16457968	4728256	319489	28809	258545	22	2	5	31505289	16429157	4469706	1.14474868473 %	1.00389947462 %	1.3563247514 %	5.47056023668e-05 %	6.91284784193e-05 %	3.30403379101e-05 %
fastInverseDst	30800700	15263458	3969868	229834	34223	233717	25	2	0	30570841	15229233	3736151	0.994870970407 %	0.746197326684 %	1.3931027842 %	5.39632769108e-05 %	8.11669864646e-05 %	1.0398617483e-05 %
TComDataCU::getInterMergeCandidates	30296940	10478082	10285309	2131571	505115	152915	85	43	14	28165284	9972924	10132380	5.46334296188 %	7.03559831455 %	3.16918368488 %	0.00027810238833 %	0.000280556386223 %	0.00027452163281 %
TEncEntropy::estimateBit	29620992	13576288	9873664	76747	1484255	7349	4	1	0	29544241	12092032	9866315	2.95519710371 %	0.259096656857 %	6.36079766816 %	9.42135116345e-06 %	1.35039366676e-05 %	4.26440105293e-06 %
TEncSbac::load	29274828	9758276	12197845	61715	3504	498	4	0	0	29213109	9754772	12197347	0.128275976305 %	0.210812511008 %	0.0182272633677 %	7.80778041024e-06 %	1.36636157179e-05 %	0.0 %
TComYuv::copyToPartComponent	27637914	9883020	6952656	144338	153827	8484	18	10	0	27493558	9729183	6944172	0.689508087834 %	0.522246360561 %	0.96408959165 %	6.29587132498e-05 %	6.51279253565e-05 %	5.93976743197e-05 %
TEncSbac::xWriteCoefRemainExGolomb	27408728	11239704	7195272	180456	1	1151	16	0	0	27228256	11239703	7194121	0.396146000768 %	0.658388816876 %	0.00624899104832 %	3.49011938477e-05 %	5.83755656227e-05 %	0.0 %
TComTU::GetEquivalentLog2TrSize	26648655	12113025	2422605	371400	126819	0	2	0	0	26277253	11986206	2422605	1.20973084758 %	1.3936913514 %	0.872469923904 %	4.85622125041e-06 %	7.50506920518e-06 %	0.0 %
TEncSearch::xLoadIntraResultQT	26460511	9758176	5222920	627507	364308	27517	61	0	0	25832943	9393868	5195403	2.45968260835 %	2.37148481373 %	2.61546284731 %	0.00014719506413 %	0.000230532207031 %	0.0 %
TEncSearch::xEncodeResidualQT	26345727	11957105	8852333	532632	750549	304409	14	0	12	25813081	11206556	8547912	3.36673617832 %	2.02170165963 %	5.06961312458 %	5.51371201861e-05 %	5.31395470696e-05 %	5.76661416805e-05 %
TComDataCU::getPUAboveRightAdi	25530908	12654370	5372475	363718	771741	1497	20	0	5	25167170	11882629	5370973	2.61022647334 %	1.42461834887 %	4.28936954858 %	5.73950635149e-05 %	7.83364226607e-05 %	2.77364120011e-05 %
TComDataCU::getCtxQtCbf	25298115	13151824	0	417412	86368	0	2	0	0	24880701	13065456	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTrQuant::getSigCoeffGroupCtxInc	25243124	8457775	1896081	50419	7752	0	9	0	0	25192696	8450023	1896081	0.163415548173 %	0.199733598742 %	0.0748706568838 %	2.52830436739e-05 %	3.56532733429e-05 %	0.0 %
TComRdCost::xGetSAD	24670592	6826672	168240	5056	163036	4321	6	0	0	24665530	6663636	163919	0.544482096353 %	0.0204940359761 %	2.39255333019 %	1.89480641142e-05 %	2.43204540856e-05 %	0.0 %
TEncSearch::xGetInterPredictionError	24503360	7657300	10939000	257689	422245	181239	16	0	0	24245655	7235055	10757761	1.99809696875 %	1.05164761078 %	3.2451831816 %	3.71232626893e-05 %	6.52971674089e-05 %	0.0 %
TEncSearch::xExtDIFUpSamplingH	24365796	7815444	13945204	930245	1029070	39010	12	18	0	23435539	6786356	13906194	4.33227629687 %	3.81783135671 %	4.90830971578 %	6.50386142925e-05 %	4.92493657913e-05 %	8.27181249382e-05 %
TComPrediction::xPredInterBi	24202577	9267130	7483319	312286	289239	143407	9	0	0	23890282	8977891	7339912	1.81899134877 %	1.29030061551 %	2.58289195711 %	2.19763980322e-05 %	3.71861227835e-05 %	0.0 %
TComYuv::copyPartToPartYuv	24181824	5289774	6801138	146392	56205	31	3	0	0	24035429	5233569	6801107	0.558623424492 %	0.605380305472 %	0.46510966253 %	8.27067470179e-06 %	1.24060120527e-05 %	0.0 %
TComPrediction::filteringIntraReferenceSamples	24165146	5978708	1601934	494311	264802	99681	8	2	11	23670827	5713904	1502242	2.70522187069 %	2.04555354228 %	4.80807562209 %	6.61505079036e-05 %	3.31055314129e-05 %	0.000171489433217 %
TComCUMvField::setAllMvField	23060990	9349050	11842130	204136	19263	1656	3	0	0	22856851	9329787	11840474	0.508573929821 %	0.885200505269 %	0.0987155977157 %	6.77932856174e-06 %	1.30089818347e-05 %	0.0 %
TEncSearch::xUpdateCandList	23056124	6026063	3117561	33737	53667	1275	6	1	0	23022381	5972395	3116286	0.275402776444 %	0.146325548908 %	0.600877726381 %	2.17393005684e-05 %	2.60234547663e-05 %	1.09365826941e-05 %
TComDataCU::getPUBelowLeftAdi	22972743	11777361	5185786	303812	604083	645	16	0	0	22668915	11173278	5185141	2.27499625024 %	1.3224890036 %	3.56495171562 %	4.00642129173e-05 %	6.96477560385e-05 %	0.0 %
TEncBinCABACCounter::encodeBinsEP	21195042	7707288	5780466	179165	0	0	1	0	0	21015876	7707288	5780466	0.516581765784 %	0.845315616737 %	0.0 %	2.88327388599e-06 %	4.71808454071e-06 %	0.0 %
TEncEntropy::encodeQtCbf	21149660	12085520	7553450	192332	59770	41012	2	0	8	20957326	12025750	7512430	0.718616928296 %	0.90938577736 %	0.513173552381 %	2.45166361312e-05 %	9.45641679346e-06 %	4.07353338795e-05 %
TEncSbac::getNumberOfWrittenBits	19964664	12477915	4991166	0	0	1888	0	0	0	19964664	12477915	4989278	0.00504357765968 %	0.0 %	0.0108076664136 %	0.0 %	0.0 %	0.0 %
TComDataCU::setMVPIdxSubParts	19168505	8812800	5062425	193230	1529159	215644	21	1	0	18975254	7283640	4846781	5.86505518596 %	1.00805983565 %	12.5749528386 %	6.65784401458e-05 %	0.000109554709666 %	7.20709033547e-06 %
TEncSearch::xModeBitsIntra	18939690	10171315	7365435	39161	270900	0	9	2	0	18900520	9900413	7365435	0.850030869241 %	0.206766847821 %	1.54475601237 %	3.01564516713e-05 %	4.7519257179e-05 %	1.1404621723e-05 %
TComDataCU::xAddMVPCandOrder	18825756	5994724	4405426	362592	544484	1160	13	1	0	18463151	5450239	4404266	3.10764018744 %	1.92604217329 %	5.24650125239 %	4.79027065919e-05 %	6.90543317357e-05 %	9.61524593395e-06 %
TComDataCU::setMVPNumSubParts	18368394	8446506	4858046	102404	344913	0	21	1	0	18265969	8101592	4858046	1.41229994835 %	0.557501107609 %	2.59244354864 %	6.94599106758e-05 %	0.000114326815943 %	7.51622452225e-06 %
TComTU::useDST	18079872	10967105	2172286	90557	18420	0	2	0	0	17989313	10948685	2172286	0.349069739411 %	0.500871908828 %	0.140189145753 %	6.4063011353e-06 %	1.10620252179e-05 %	0.0 %
TComDataCU::getPUAboveRight	18042280	8902504	3288234	341127	523583	4177	10	14	0	17701143	8378907	3284057	2.8739671309 %	1.89070893479 %	4.32918827392 %	7.93834079019e-05 %	5.54253675256e-05 %	0.000114841283604 %
TComDataCU::getPUAboveLeft	17810315	8030110	3949022	793619	482795	201365	22	1	24	17016674	7547314	3747633	4.96074666979 %	4.455951509 %	5.71126522356 %	0.000157773992918 %	0.000123523924198 %	0.000208696256123 %
TComPrediction::motionCompensation	17351717	5033088	7646715	404823	112590	55285	21	0	0	16946873	4920498	7591430	1.9069897228 %	2.33304289137 %	1.32395590058 %	6.99265305253e-05 %	0.000121025486988 %	0.0 %
TEncSearch::xPatternSearchFracDIF	17010084	5976516	7508956	377647	683992	344459	7	0	0	16632430	5292524	7164497	4.61082919754 %	2.22013600873 %	7.6263626516 %	2.29541642067e-05 %	4.11520601544e-05 %	0.0 %
TEncSearch::xRecurIntraChromaCodingQT	16529330	5923767	5929708	599432	528326	118523	128	0	28	15929770	5395441	5811157	4.39097192825 %	3.62647487829 %	5.45704107867 %	0.000549628551512 %	0.000774381054767 %	0.000236217649255 %
TComDataCU::setTrIdxSubParts	16220544	8110272	4730992	893469	1256760	0	4	0	0	15327071	6853512	4730992	7.39881359068 %	5.50825545678 %	9.78688702296 %	1.37637685859e-05 %	2.46600853831e-05 %	0.0 %
TEncEntropy::encodeQtCbfZero	15880896	9263856	5293632	81844	3247102	0	2	1	0	15799050	6016753	5293632	10.9366712766 %	0.515361349889 %	22.3053730149 %	9.85597658535e-06 %	1.25937478591e-05 %	6.86931701403e-06 %
TEncSearch::xMergeEstimation	15185891	6408830	6164261	377354	305387	13285	25	4	0	14808512	6103439	6150976	2.50739022058 %	2.48489864704 %	2.5345557429 %	0.000104470689883 %	0.000164626494422 %	3.18139747815e-05 %
isLeftAvailable	15158531	5649664	4481685	477494	66790	0	6	12	0	14681031	5582862	4481685	2.15218103051 %	3.15000180426 %	0.659240936227 %	7.11747149453e-05 %	3.95816718652e-05 %	0.000118444246664 %
TEncSearch::xSetSearchRange	14087844	4695948	6000378	146998	14245	120	4	1	0	13940842	4681702	6000258	0.65107284206 %	1.04343858436 %	0.134298449767 %	2.01741676239e-05 %	2.83932729522e-05 %	9.34900450865e-06 %
TComTrQuant::invTransformNxN	13833581	6738347	5142583	787853	239687	182587	20	0	0	13045708	6498660	4959996	4.70600821458 %	5.69522092653 %	3.55421671536 %	7.7777096364e-05 %	0.000144575724825 %	0.0 %
TComCUMvField::setAllMvd	13238236	4134602	2489796	129905	55053	176243	21	1	0	13108310	4079548	2313553	1.818494969 %	0.981286328481 %	3.49157764977 %	0.000110760737977 %	0.000158631406783 %	1.50957113386e-05 %
TComDataCU::xGetDistScaleFactor	13236549	2734704	781344	94845	0	0	4	0	0	13141700	2734704	781344	0.566151027211 %	0.716538729241 %	0.0 %	2.38768950271e-05 %	3.02193570243e-05 %	0.0 %
isAboveAvailable	13157827	4382196	4629389	599919	3535	57110	8	1	8	12557900	4378660	4572271	2.97961894524 %	4.55940787183 %	0.672967075159 %	7.66822322577e-05 %	6.0800313e-05 %	9.98714432589e-05 %
TComDataCU::deriveRightBottomIdx	13021249	6418168	1824760	204167	272220	0	8	2	0	12817074	6145946	1824760	2.24032653603 %	1.56795250594 %	3.30246727862 %	4.70274490285e-05 %	6.14380387012e-05 %	2.42632229713e-05 %
isBelowLeftAvailable	13014489	4961988	4056833	470487	0	23	6	0	0	12543996	4961988	4056810	2.13544855494 %	3.61510159946 %	0.000255022247365 %	2.72314963117e-05 %	4.61024631855e-05 %	0.0 %
TEncSbac::codeTransformSkipFlags	12943114	7306351	2107515	388822	356509	204972	8	10	11	12554284	6949832	1902532	4.25058751227 %	3.00408387039 %	5.96440399725 %	0.000129713404941 %	6.18089278979e-05 %	0.000223075195674 %
TEncSearch::xEncSubdivCbfQT	12573833	5144485	3764943	830085	248417	12286	44	0	0	11743704	4896068	3752657	5.07738559802 %	6.60168621613 %	2.9261474474 %	0.000204810619766 %	0.000349933071324 %	0.0 %
isAboveRightAvailable	12359003	4382196	4174403	712515	0	0	10	0	0	11646478	4382196	4174403	3.40661961343 %	5.76514950276 %	0.0 %	4.78111985493e-05 %	8.09126755613e-05 %	0.0 %
TComDataCU::initSubCU	12273120	4679040	5209200	163682	181976	142372	32	73	158	12109406	4496991	5066670	2.20216629304 %	1.33366250798 %	3.28013883158 %	0.00118675027164 %	0.000260732397304 %	0.00233610834688 %
TComPrediction::xCheckIdenticalMotion	12234564	7241001	928845	191977	774614	0	4	0	0	12042583	6466387	928845	4.7371671124 %	1.56913642366 %	9.48137822916 %	1.96036052991e-05 %	3.26942586593e-05 %	0.0 %
TEncSbac::loadIntraDirMode	11574255	5611760	3858085	24141	566666	0	7	20	0	11550107	5045074	3858085	2.80747097761 %	0.208574979556 %	5.98389941968 %	0.000128301994383 %	6.04790545914e-05 %	0.000211196698573 %
TComYuv::copyToPicComponent	11529656	4755848	3008166	92358	162425	21840	15	229	6	11437283	4593194	2986320	1.43375003304 %	0.801047316589 %	2.3733213258 %	0.00129576177057 %	0.000130099284836 %	0.00302678485639 %
TEncSearch::xEncCoeffQT	11442967	5406481	3531714	697642	249891	172	20	0	0	10745305	5156590	3531542	4.64990661475 %	6.09668803554 %	2.79769013766 %	9.81298318516e-05 %	0.000174779845122 %	0.0 %
TEncEntropy::xEncodeTransform	11418257	4720030	2482312	57214	82890	30325	39	13	43	11361004	4637127	2451944	0.915271307867 %	0.501074726204 %	1.57191924516 %	0.000510187669043 %	0.0003415582606 %	0.000777524866217 %
TEncSearch::xGetIntraBitsQT	10706660	4840185	5264305	420722	583577	8907	18	0	0	10285920	4256608	5255398	4.86857285638 %	3.92953544803 %	5.86357154097 %	8.64920967847e-05 %	0.000168119656363 %	0.0 %
TComRdCost::setDistParam	10420592	5210296	3984344	381970	405066	478370	8	8	0	10038614	4805222	3505974	6.45113960416 %	3.66553071073 %	9.60816301671 %	8.15692620918e-05 %	7.67710702041e-05 %	8.70072128979e-05 %
TEncCu::xCheckRDCostMerge2Nx2N	10073393	3462760	5153180	333574	595643	50689	37	8	16	9739782	2867109	5102475	5.24312986451 %	3.31143637501 %	7.50158427287 %	0.00032638939014 %	0.000367304243962 %	0.000278553471821 %
TComDataCU::deriveLeftRightTopIdx	9920196	5229156	1771204	219805	668164	180871	12	1	8	9700379	4560991	1590325	6.31681370281 %	2.21573243109 %	12.1284476798 %	0.000124109396878 %	0.000120965351894 %	0.000128564816667 %
TComYuv::copyPartToPartComponentMxN	9708792	3964664	2797936	44629	37605	4072	6	0	0	9664157	3927059	2793864	0.523975144299 %	0.459676136846 %	0.616286635318 %	3.6426793801e-05 %	6.17996554051e-05 %	0.0 %
TEncSbac::store	9339852	3113284	3891605	5213	0	88843	0	0	11	9334639	3113284	3802751	0.5754511497 %	0.055814588925 %	1.2682998974 %	6.72999345783e-05 %	0.0 %	0.000157033180683 %
TComDataCU::deriveLeftBottomIdx	9083476	4446164	1293864	101648	274344	0	7	2	0	8981821	4171818	1293864	2.53645831647 %	1.1190429743 %	4.77948888054 %	6.07143897961e-05 %	7.70630097993e-05 %	3.48430356089e-05 %
TEncSearch::xSetResidualQTData	8839678	3380683	1777509	22260	139988	17998	7	1	24	8817411	3240694	1759487	1.28766733796 %	0.251819127348 %	3.06281735926 %	0.000228606209373 %	7.91884048265e-05 %	0.000484665944967 %
xITrMxN	8780449	2366227	2679299	1203586	51624	261084	39	0	4	7576824	2314603	2418211	10.9669950944 %	13.7075678021 %	6.19772844298 %	0.000311008807697 %	0.000444168629645 %	7.92781565292e-05 %
TEncSearch::xRecurIntraChromaCodingQT	8625836	3064200	3151850	351964	346894	146382	30	0	25	8273842	2717306	3005443	5.6949635646 %	4.08034653105 %	7.93552175417 %	0.000370572850378 %	0.000347792376298 %	0.000402184667112 %
TComBitCounter::resetBits	8621415	5747610	2873805	114511	0	0	2	0	0	8506902	5747610	2873805	0.664107921959 %	1.32821584392 %	0.0 %	1.15990240581e-05 %	2.31980481162e-05 %	0.0 %
TEncGOP::xCalculateAddPSNR	8269382	3006085	5782	209	98119	109	90	557	0	8269083	2907409	5673	0.872571822499 %	0.00252739563851 %	3.26136579072 %	0.00573518056378 %	0.00108835218883 %	0.0184935124957 %
TEncSearch::xStoreIntraResultQT	8061768	3891888	2154438	271888	136796	0	21	0	0	7789859	3755092	2154438	2.89680519566 %	3.37256046068 %	2.26246484229 %	0.000148850723563 %	0.000260488766236 %	0.0 %
TEncSearch::xEncSubdivCbfQT	8042716	3302889	1848946	20262	15041	20335	0	0	3	8022454	3287848	1828608	0.421674068333 %	0.251929820722 %	0.686667954234 %	2.27366584888e-05 %	0.0 %	5.82316786155e-05 %
TEncSearch::xRecurIntraCodingQT	7934378	2891778	2330385	358557	271807	143625	97	0	40	7575724	2619971	2186720	5.88292165851 %	4.51903098138 %	7.95517106609 %	0.00104130713384 %	0.00122252809231 %	0.00076596613319 %
TEncSearch::xEncCoeffQT	7682106	3946648	1993090	37470	70284	2135	0	0	0	7644636	3876364	1990955	0.8067116317 %	0.48775687292 %	1.21922886161 %	0.0 %	0.0 %	0.0 %
TComRdCost::setDistParam	7550433	3432015	2974413	64588	150858	0	5	2	0	7485840	3281155	2974413	1.54365655716 %	0.855421139423 %	2.35479115663 %	5.01545440626e-05 %	6.62213677017e-05 %	3.12186447737e-05 %
TComBitCounter::getNumberOfWrittenBits	7486749	7486749	0	2203	0	0	0	0	0	7484546	7486749	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSearch::xEncIntraHeader	7441009	2889627	1955511	818101	259120	6230	37	0	1	6622871	2630507	1949280	8.81847661435 %	10.994490129 %	5.47662419522 %	0.000309291432049 %	0.000497244392528 %	2.06392470142e-05 %
TEncBinCABAC::getTEncBinCABAC	7137250	7137250	0	28008	0	0	2	0	0	7109240	7137250	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTrQuant::xITransformSkip	7102709	2404419	1271302	202707	0	19190	18	0	0	6899984	2404419	1252112	2.05871356032 %	2.8539392505 %	0.522074444714 %	0.000167000203184 %	0.000253424432847 %	0.0 %
TComDataCU::hasEqualMotion	7030472	4168605	649041	200258	212370	0	6	79	0	6830208	3956156	649041	3.48264593584 %	2.84842895328 %	4.408169467 %	0.000717413516645 %	8.53427764167e-05 %	0.0016398050002 %
TComPrediction::xWeightedAverage	6933556	2328790	1889439	139975	16202	296	4	0	0	6793577	2312588	1889143	1.40312066633 %	2.0188053576 %	0.391112004588 %	3.58686972534e-05 %	5.76904549412e-05 %	0.0 %
TComTU::isNonTransformedResidualRotated	6682310	4677617	668231	422698	0	0	2	0	0	6259610	4677617	668231	3.5142371758 %	6.32562691644 %	0.0 %	1.66276498862e-05 %	2.99297697952e-05 %	0.0 %
TComPrediction::UseDPCMForFirstPassIntraEstimation	6663965	4208820	701470	16246	107588	0	6	0	0	6647713	4101232	701470	1.06990903518 %	0.243788795409 %	2.19107221773 %	5.18391896498e-05 %	9.00364872865e-05 %	0.0 %
TComDataCU::CUIsFromSameSliceAndTile	6587965	4134210	597398	66022	339989	0	6	2	0	6521937	3794219	597398	3.58680490863 %	1.00216075829 %	7.1854853572 %	7.06740439767e-05 %	9.10751650927e-05 %	4.22689284488e-05 %
TEncEntropy::encodeIntraDirModeLuma	6556480	3746560	2341600	25437	152027	0	2	1	0	6531041	3594532	2341600	1.40347214314 %	0.38796732393 %	2.49709271767 %	2.37254678662e-05 %	3.05041729709e-05 %	1.64253239074e-05 %
TComTU::TComTU	6553000	2621200	2686730	401913	135069	165346	25	23	38	6151062	2486108	2521346	5.92135692564 %	6.13326720586 %	5.65973929573 %	0.00072506961933 %	0.000381504654357 %	0.00114922389707 %
TComDataCU::setTransformSkipSubParts	6388775	3322163	1788857	227798	561118	11574	3	0	5	6160974	2761045	1777278	6.96090669442 %	3.56559747369 %	11.2050432203 %	6.9566457489e-05 %	4.69573588051e-05 %	9.78278308439e-05 %
TComLoopFilter::xEdgeFilterLuma	6301495	2448899	1003228	225	30618	27	124	255	0	6301146	2418026	1003201	0.316497809737 %	0.00357058126683 %	0.887713574848 %	0.00388573598608 %	0.00196778700927 %	0.00738675025571 %
TComDataCU::copyPartFrom	6107400	2568240	2317680	163800	146800	40481	42	0	3	5943558	2421440	2277196	3.19358483152 %	2.68199233716 %	3.83307544945 %	0.000409339489799 %	0.000687690342863 %	6.14009234699e-05 %
TComDataCU::copyToPic	6051760	2729640	2232380	156000	202110	17141	40	6	0	5895720	2527524	2215239	3.40710455448 %	2.57776250215 %	4.41858356073 %	0.000417658605856 %	0.000660964744141 %	0.000120918496902 %
