BasketballPass__QP_32_nF_5_SR_4_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncSearch::xEstimateMvPredAMVP	38414728	14621607	17526685	532966	417694	522160	24	0	1	37881738	14203913	17004524	2.08724059713 %	1.38740016589 %	2.92349590454 %	3.54293226112e-05 %	6.24760378363e-05 %	3.11058515955e-06 %
TComDataCU::getPUBelowLeft	38380686	19455152	7348868	286879	1112843	116468	7	21	2	38093800	18342288	7232398	2.32599039413 %	0.747456676517 %	4.58629339927 %	4.60230655946e-05 %	1.82383399817e-05 %	8.58080243187e-05 %
TComDataCU::getPartIndexAndSize	37506389	16839718	5898990	124092	649884	56641	14	1	2	37382283	16189833	5842347	1.37872962508 %	0.330855631023 %	3.10714663296 %	2.8218063953e-05 %	3.73269738124e-05 %	1.31933617337e-05 %
TComDataCU::xGetColMVP	36152237	16156530	5369388	360845	3365688	0	12	3303	0	35791380	12787539	5369388	6.46090881374 %	0.99812634001 %	15.6355143599 %	0.00574740991628 %	3.31929667312e-05 %	0.0153442933305 %
TEncSearch::xCheckBestMVP	36005151	13948576	7623096	506778	559661	0	22	0	0	35498351	13388915	7623096	1.85220188339 %	1.40751527469 %	2.59442568939 %	3.82098192531e-05 %	6.11023683806e-05 %	0.0 %
QpParam::QpParam	35189006	8964074	6116148	818196	600409	0	7	1	0	34370803	8363664	6116148	2.82201469257 %	2.32514666655 %	3.98143342983 %	1.59143084513e-05 %	1.98925766758e-05 %	6.6312021136e-06 %
TEncBinCABAC::resetBits	34546596	8636649	20152181	91943	28366	0	2	0	0	34454651	8608283	20152181	0.189955302424 %	0.266141995582 %	0.0985312706352 %	3.1577903968e-06 %	5.78928239413e-06 %	0.0 %
TEncEntropy::encodeCoeffNxN	33851980	18722586	9523226	537187	56135	689250	8	2	51	33314785	18666449	8833925	2.06540677002 %	1.58687025102 %	2.63892218783 %	9.82321561449e-05 %	2.36322956589e-05 %	0.000187638436452 %
TEncSearch::encodeResAndCalcRdInterCU	33193708	11938490	12279428	1484280	972014	307884	57	4	0	31709371	10966472	11971544	4.81466593543 %	4.47157033496 %	5.28492168485 %	0.000106250256699 %	0.000171719290897 %	1.65166964394e-05 %
partialButterflyInverse4	31943800	16519508	4745936	327231	13602	280412	23	2	6	31616546	16505904	4465518	1.16755088646 %	1.02439597042 %	1.3825904599 %	5.8260553373e-05 %	7.2001452551e-05 %	3.76197176979e-05 %
TComRdCost::xGetSSE64	31752632	14025602	13799758	26209	442206	8620	90	0	0	31726333	13583396	13791138	0.800689959474 %	0.0825411890265 %	1.62019826518 %	0.000151062493009 %	0.000283441070334 %	0.0 %
fastInverseDst	30709800	15218412	3958152	229191	34122	189495	26	2	0	30480583	15184288	3768657	0.90767889999 %	0.746312252115 %	1.16609524 %	5.61275622332e-05 %	8.46635276036e-05 %	1.04293970494e-05 %
TComDataCU::getInterMergeCandidates	30244223	10449509	10285991	2136261	424544	172960	85	46	3	28107877	10024919	10113028	5.36245557866 %	7.06336876302 %	2.88155096332 %	0.000262849603949 %	0.000281045408242 %	0.0002363097104 %
TEncEntropy::estimateBit	29676888	13601907	9892296	76786	416358	59	4	1	0	29600098	13185548	9892237	0.927577355898 %	0.258740067355 %	1.77242445722 %	9.40360618141e-06 %	1.34785021934e-05 %	4.25636911369e-06 %
TEncSbac::load	29328732	9776244	12220305	64449	3498	1210	4	0	0	29264279	9772746	12219095	0.13474256478 %	0.219746970309 %	0.0214033574085 %	7.79343029802e-06 %	1.36385030215e-05 %	0.0 %
TComYuv::copyToPartComponent	27633909	9881526	6951432	144330	114937	5488	18	8	0	27489561	9766581	6945944	0.595398367058 %	0.522293100118 %	0.715411991166 %	5.84705011936e-05 %	6.51373643881e-05 %	4.75258121597e-05 %
TEncSbac::xWriteCoefRemainExGolomb	27116934	11118384	7117964	180130	0	0	16	0	0	26936788	11118384	7117964	0.397170815554 %	0.664271263116 %	0.0 %	3.52785935095e-05 %	5.90037207009e-05 %	0.0 %
TComTU::GetEquivalentLog2TrSize	26697429	12135195	2427039	371033	8439	0	2	0	0	26326394	12126756	2427039	0.919716673401 %	1.38977052809 %	0.0579512731357 %	4.84734933487e-06 %	7.49135806298e-06 %	0.0 %
TEncSearch::xLoadIntraResultQT	26440708	9750898	5219020	626749	164918	4053	61	0	0	25813898	9585980	5214967	1.92153579132 %	2.37039416645 %	1.12873697772 %	0.000147305186838 %	0.000230704866148 %	0.0 %
TEncSearch::xEncodeResidualQT	26433149	11995545	8882882	533018	224130	183574	14	0	3	25900117	11771415	8699305	1.98835481617 %	2.01647560039 %	1.95275247508 %	3.59320095361e-05 %	5.29637993566e-05 %	1.43688985765e-05 %
TComRdCost::xGetSAD	25597568	7084672	177024	5201	87580	1533	6	0	0	25592361	6997092	175491	0.287024079419 %	0.020318336492 %	1.22716511404 %	1.82596907831e-05 %	2.3439726774e-05 %	0.0 %
TComDataCU::getPUAboveRightAdi	25435387	12607881	5354880	362910	383900	1574	20	0	3	25072457	12223981	5353303	1.72446068436 %	1.42679173704 %	2.14596185965 %	5.29976532639e-05 %	7.8630610181e-05 %	1.67012187046e-05 %
TComDataCU::getCtxQtCbf	25354041	13177612	0	377684	34108	0	2	3	0	24976355	13143501	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTrQuant::getSigCoeffGroupCtxInc	25093110	8407462	1884705	53007	2052	0	9	0	0	25040094	8405410	1884705	0.155598612383 %	0.211241253077 %	0.0199374922696 %	2.54343070424e-05 %	3.58664191087e-05 %	0.0 %
TEncSearch::xGetInterPredictionError	24586688	7683340	10976200	258548	143715	44265	16	0	0	24328124	7539625	10931935	1.03252473256 %	1.05157717867 %	1.00742033298 %	3.69974463438e-05 %	6.50758654439e-05 %	0.0 %
TEncSearch::xExtDIFUpSamplingH	24435756	7837884	13985244	929732	884436	17657	12	14	0	23506012	6953434	13967587	3.95994205135 %	3.8048014557 %	4.13365581689 %	5.62054199146e-05 %	4.91083639892e-05 %	6.41521233803e-05 %
TComYuv::copyPartToPartYuv	24349248	5326398	6848226	147624	33538	0	3	0	0	24201621	5292860	6848226	0.496009842549 %	0.60627745054 %	0.275474626568 %	8.21380602801e-06 %	1.2320709042e-05 %	0.0 %
TComPrediction::xPredInterBi	24247355	9283786	7492433	320494	88314	45207	9	0	0	23926852	9195472	7447226	1.10671732307 %	1.32176891046 %	0.795894474196 %	2.19386053492e-05 %	3.71174505425e-05 %	0.0 %
TComPrediction::filteringIntraReferenceSamples	24129608	5969734	1599432	493439	151934	17052	8	2	11	23636161	5817798	1582369	2.08974959095 %	2.04495240868 %	2.23255772168 %	6.62486189529e-05 %	3.31542891207e-05 %	0.000171749437124 %
TComCUMvField::setAllMvField	23124556	9374820	11874772	204886	16416	0	3	0	0	22919667	9358404	11874772	0.498718307786 %	0.886010524916 %	0.0772532479682 %	6.76069318559e-06 %	1.29732220588e-05 %	0.0 %
TEncSearch::xUpdateCandList	23049666	6023157	3116674	33697	24174	960	6	0	0	23015963	5998983	3115714	0.182764583119 %	0.146193007742 %	0.274994143765 %	1.86396202463e-05 %	2.60307459553e-05 %	0.0 %
TComDataCU::getPUBelowLeftAdi	22900282	11740114	5169225	303395	399436	586	16	0	0	22596871	11340678	5168639	1.76695226513 %	1.32485268085 %	2.36568679592 %	4.01912894373e-05 %	6.98681352483e-05 %	0.0 %
TEncEntropy::encodeQtCbf	21186018	12106296	7566435	192192	1140	46224	2	0	3	20993824	12105156	7520208	0.586302825865 %	0.907164338291 %	0.240759658636 %	1.22372811757e-05 %	9.44018833553e-06 %	1.52495350036e-05 %
TEncBinCABACCounter::encodeBinsEP	21057179	7657156	5742867	181210	0	0	1	0	0	20875968	7657156	5742867	0.525898765663 %	0.860561616539 %	0.0 %	2.90215090593e-06 %	4.7489742097e-06 %	0.0 %
TEncSbac::getNumberOfWrittenBits	19996560	12497850	4999140	0	0	466	0	0	0	19996560	12497850	4998674	0.0012428804421 %	0.0 %	0.00266331523308 %	0.0 %	0.0 %	0.0 %
TComDataCU::setMVPIdxSubParts	19252738	8845849	5088278	194668	1009780	0	21	1	0	19058049	7836068	5088278	3.62929128738 %	1.01111852247 %	7.24681208948 %	6.62912872307e-05 %	0.000109075394887 %	7.17662469992e-06 %
TComDataCU::xAddMVPCandOrder	19050713	6072866	4447258	359988	499186	1179	13	1	0	18690712	5573679	4446079	2.90946448354 %	1.88963006266 %	4.75626523033 %	4.73439422766e-05 %	6.82389157823e-05 %	9.50559137896e-06 %
TEncSearch::xModeBitsIntra	18915120	10158120	7355880	39114	150251	0	9	0	0	18875997	10007869	7355880	0.519817662354 %	0.206786951391 %	0.857890830193 %	2.4705510317e-05 %	4.75809828328e-05 %	0.0 %
TComDataCU::setMVPNumSubParts	18446360	8477135	4881938	101846	186530	0	21	1	0	18344493	8290604	4881938	0.90668786053 %	0.552119767802 %	1.3962795173 %	6.91705722101e-05 %	0.000113843598412 %	7.48554933415e-06 %
TComDataCU::getPUAboveRight	18129166	8945328	3303884	342419	610448	535	10	14	2	17786737	8334866	3303347	3.13842299283 %	1.88877414438 %	4.98793718322 %	8.55871896781e-05 %	5.5159735423e-05 %	0.000130620647271 %
TComTU::useDST	18094713	10976143	2173998	90427	759	0	2	0	0	18004284	10975384	2173998	0.291843258413 %	0.499742659638 %	0.00577180123012 %	6.40105407438e-06 %	1.10529523182e-05 %	0.0 %
TComDataCU::getPUAboveLeft	17822656	8036257	3951451	779870	216914	174350	22	1	39	17042764	7819342	3777062	3.92861355198 %	4.37572267568 %	3.26387663096 %	0.00020798135843 %	0.000123438392123 %	0.000333675127889 %
TComPrediction::motionCompensation	17395964	5046784	7666216	406233	59877	2069	22	0	0	16989709	4986907	7664147	1.55494888499 %	2.33521407609 %	0.487265004326 %	7.30679408298e-05 %	0.000126466115934 %	0.0 %
TEncSearch::xPatternSearchFracDIF	17058924	5993676	7530516	378657	184273	87234	7	0	0	16680260	5809403	7443282	2.12589194639 %	2.21970037501 %	2.00756540576 %	2.28884460302e-05 %	4.10342410811e-05 %	0.0 %
TEncSearch::xRecurIntraChromaCodingQT	16518754	5921630	5923518	620798	160565	35833	127	0	18	15897829	5761065	5887667	2.88111276086 %	3.75814059583 %	1.65804597798 %	0.00051121316101 %	0.000768823120678 %	0.000151960954815 %
TComDataCU::setTrIdxSubParts	16239264	8119632	4736452	893459	342226	0	4	0	0	15345801	7777406	4736452	4.24701914547 %	5.50184417225 %	2.66197700637 %	1.3747902242e-05 %	2.46316581835e-05 %	0.0 %
TEncEntropy::encodeQtCbfZero	15921024	9287264	5307008	81782	277183	0	2	1	0	15839240	9010080	5307008	1.17634447983 %	0.513672989878 %	1.89925883251 %	9.8311351789e-06 %	1.25620060619e-05 %	6.8520033065e-06 %
TEncSearch::xMergeEstimation	15244214	6434084	6187958	378686	143129	13010	25	0	0	14865503	6290955	6174948	1.91925675268 %	2.48412938837 %	1.23703438794 %	8.97142407649e-05 %	0.000163996648171 %	0.0 %
isLeftAvailable	15117953	5635064	4469437	469330	57133	50	6	12	1	14648617	5577919	4469386	2.08747729305 %	3.10445468378 %	0.565916119955 %	7.53297042389e-05 %	3.9687912775e-05 %	0.000128655536775 %
TEncSearch::xSetSearchRange	14123484	4707828	6015558	147432	4109	6577	4	0	0	13976048	4703719	6008981	0.636369892868 %	1.04387840847 %	0.0996513601208 %	1.60986071888e-05 %	2.8321623758e-05 %	0.0 %
TComTrQuant::invTransformNxN	13811665	6727973	5134136	786468	91392	132532	20	0	1	13025177	6636581	5001603	3.93550243139 %	5.69423020324 %	1.88772502428 %	8.17955318918e-05 %	0.000144805133921 %	8.4302041062e-06 %
TComCUMvField::setAllMvd	13279400	4146193	2496088	130210	72228	132963	21	1	0	13149169	4073964	2363125	1.68359788514 %	0.980541289516 %	3.0891647011 %	0.000110432447945 %	0.000158139674985 %	1.50550691848e-05 %
TComDataCU::xGetDistScaleFactor	13262697	2742488	783568	93909	0	0	4	0	0	13168784	2742488	783568	0.559356612132 %	0.708068653005 %	0.0 %	2.38254741135e-05 %	3.0159778211e-05 %	0.0 %
isAboveAvailable	13122479	4370952	4616443	598464	3528	62257	8	1	16	12524007	4367423	4554170	3.00430929638 %	4.56060169729 %	0.731969608546 %	0.000113071652964 %	6.09640907027e-05 %	0.000189153809307 %
TComDataCU::deriveRightBottomIdx	13051518	6432468	1828764	202447	255162	0	8	2	0	12849063	6177304	1828764	2.14711381685 %	1.55113757649 %	3.08866764667 %	4.692027073e-05 %	6.1295551981e-05 %	2.42094641574e-05 %
TEncSbac::codeTransformSkipFlags	12984692	7329009	2117388	388319	131117	132661	8	2	2	12596365	7197890	1984725	2.90711253475 %	2.99059076642 %	2.79236623233 %	5.34971797401e-05 %	6.16110108734e-05 %	4.23441868895e-05 %
isBelowLeftAvailable	12980468	4949568	4045692	469510	0	0	6	0	0	12510952	4949568	4045692	2.13649349865 %	3.61704986292 %	0.0 %	2.73028497622e-05 %	4.62232948766e-05 %	0.0 %
TEncSearch::xEncSubdivCbfQT	12557658	5138358	3759493	827128	89007	6957	44	0	0	11730486	5049351	3752536	4.30235423452 %	6.58664219077 %	1.07850760819 %	0.000205075535612 %	0.000350383805643 %	0.0 %
isAboveRightAvailable	12325635	4370952	4162347	682346	0	0	10	0	0	11643279	4370952	4162347	3.27124099439 %	5.53599064064 %	0.0 %	4.79410884564e-05 %	8.11317226252e-05 %	0.0 %
TComDataCU::initSubCU	12273120	4679040	5209200	163682	110371	101069	32	78	154	12109406	4568591	5107977	1.69268492547 %	1.33366250798 %	2.13829761414 %	0.00119126263009 %	0.000260732397304 %	0.00234622137003 %
TComPrediction::xCheckIdenticalMotion	12238368	7239824	931278	191625	400962	0	4	2	0	12046739	6838860	931278	2.90349038951 %	1.56577249516 %	4.90707373375 %	2.93981176385e-05 %	3.26840964416e-05 %	2.44765026798e-05 %
TEncEntropy::xEncodeTransform	11633969	4805355	2524357	57989	38497	26682	39	14	9	11575941	4766844	2497666	0.649494156752 %	0.498445543391 %	0.889243670147 %	0.000326940745312 %	0.000335225235687 %	0.000313791319495 %
TEncSbac::loadIntraDirMode	11559240	5604480	3853080	24112	104265	0	7	20	0	11535121	5500195	3853080	0.610830383312 %	0.208595028739 %	1.10245137224 %	0.000128468653649 %	6.05576145144e-05 %	0.000211471034812 %
TComYuv::copyToPicComponent	11527788	4755084	3007563	92298	137363	6074	15	226	2	11435475	4617495	3001487	1.22203050372 %	0.800656639418 %	1.84778465387 %	0.00125969165548 %	0.000130120366544 %	0.00293714244638 %
TEncSearch::xEncCoeffQT	11428296	5399594	3527080	696682	53280	236	19	0	0	10731595	5346314	3526844	3.6855765447 %	6.09611441636 %	0.599506602347 %	9.3343296502e-05 %	0.000166254006722 %	0.0 %
TEncSearch::xGetIntraBitsQT	10694620	4834760	5258355	420142	152343	6248	18	0	4	10274460	4682417	5252103	2.78401182236 %	3.92853603027 %	1.57127903526 %	0.000105831635818 %	0.000168308925422 %	3.96309761654e-05 %
TComRdCost::setDistParam	10450512	5225256	3995784	381256	287420	116297	7	2	0	10069249	4937834	3879487	3.99039689395 %	3.64820403058 %	4.37821547244 %	4.57513469197e-05 %	6.69823641177e-05 %	2.16895274286e-05 %
TEncCu::xCheckRDCostMerge2Nx2N	10061536	3458498	5146662	332802	431440	38093	38	3	3	9728696	3027055	5108566	4.29821645995 %	3.30766594683 %	5.45641219919 %	0.000235713915307 %	0.000377675933376 %	6.97256064966e-05 %
TComDataCU::deriveLeftRightTopIdx	9942364	5240324	1774944	219178	600978	29458	12	1	1	9723174	4639345	1745485	5.01021604903 %	2.20448577421 %	8.98662745315 %	8.25586968747e-05 %	0.000120695641399 %	2.85092458335e-05 %
TComYuv::copyPartToPartComponentMxN	9695544	3960008	2790499	44497	18434	903	6	1	0	9651041	3941573	2789596	0.388141809848 %	0.458942788563 %	0.286452558304 %	4.2563409295e-05 %	6.18840985096e-05 %	1.48137021412e-05 %
TEncSbac::store	9351996	3117332	3896665	5069	223	67385	0	0	3	9346927	3117109	3829277	0.44407326827 %	0.0542023328496 %	0.963901182165 %	1.8330693408e-05 %	0.0 %	4.27716179519e-05 %
TComDataCU::deriveLeftBottomIdx	9103256	4455404	1296504	101964	223827	0	7	2	0	9001285	4231575	1296504	2.19311614466 %	1.12008274841 %	3.89135222608 %	6.05849925319e-05 %	7.68955635214e-05 %	3.47710707473e-05 %
TEncSearch::xSetResidualQTData	9016858	3442688	1809322	22764	69167	15332	9	1	4	8994085	3373520	1793986	0.751727467098 %	0.252460446865 %	1.60888878734 %	9.81157019604e-05 %	9.98130390875e-05 %	9.52016466077e-05 %
xITrMxN	8762667	2361472	2672821	1198636	7656	156987	39	0	0	7563992	2353816	2515834	9.8810100196 %	13.6788947931 %	3.27042943269 %	0.000282670965198 %	0.000445069976983 %	0.0 %
TComBitCounter::resetBits	8636649	5757766	2878883	114312	0	0	2	0	0	8522335	5757766	2878883	0.661784449038 %	1.32356889808 %	0.0 %	1.15785647883e-05 %	2.31571295765e-05 %	0.0 %
TEncSearch::xRecurIntraChromaCodingQT	8612545	3059014	3146895	356014	106532	82431	30	0	9	8256501	2952482	3064455	3.67769134351 %	4.13366780667 %	3.04488834754 %	0.000263185349835 %	0.000348329094362 %	0.000145023073977 %
TEncGOP::xCalculateAddPSNR	8269382	3006085	5782	209	98249	88	90	644	1	8269083	2907192	5693	0.873538027571 %	0.00252739563851 %	3.26498480843 %	0.00651523603459 %	0.00108835218883 %	0.0214152882581 %
TEncSearch::xEncSubdivCbfQT	8062743	3309865	1854379	20269	4832	14493	0	0	9	8042474	3305033	1839877	0.299342548685 %	0.251390872808 %	0.374207725274 %	6.80427069294e-05 %	0.0 %	0.000174275266622 %
TEncSearch::xStoreIntraResultQT	8051792	3887072	2151772	271384	87022	0	21	1	0	7780387	3800049	2151772	2.54357574775 %	3.37047951562 %	1.4410373906 %	0.000156132058198 %	0.000260811506308 %	1.6559460718e-05 %
TEncSearch::xRecurIntraCodingQT	7891000	2877923	2320083	356817	122626	80385	97	18	49	7534086	2755279	2239649	4.27708567022 %	4.52182232924 %	3.90555532256 %	0.00125295992683 %	0.00122924851096 %	0.00128895580344 %
TEncSearch::xEncCoeffQT	7698419	3950925	2001468	37442	27722	0	0	0	0	7660977	3923203	2001468	0.477363544381 %	0.486359601887 %	0.465728657365 %	0.0 %	0.0 %	0.0 %
TComRdCost::setDistParam	7574556	3442980	2983916	65205	114402	0	6	2	0	7509345	3328576	2983916	1.28277410086 %	0.860842536513 %	1.78005058741 %	5.71369312268e-05 %	7.92125637463e-05 %	3.11192214718e-05 %
TComBitCounter::getNumberOfWrittenBits	7498710	7498710	0	2108	0	0	0	0	0	7496602	7498710	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSearch::xEncIntraHeader	7432584	2886276	1952716	816994	91572	1822	37	0	2	6615553	2794704	1950892	7.4186722227 %	10.992058751 %	1.93003005585 %	0.000317807590484 %	0.000497808030155 %	4.13309218118e-05 %
TEncBinCABAC::getTEncBinCABAC	7147348	7147348	0	59131	0	0	2	0	0	7088215	7147348	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTrQuant::xITransformSkip	7124040	2411640	1275120	203293	0	2214	18	0	0	6920729	2411640	1272906	1.90094165094 %	2.85361957541 %	0.0600527292257 %	0.0001665001665 %	0.000252665622315 %	0.0 %
TComDataCU::hasEqualMotion	6958118	4113501	649440	200559	200828	0	6	105	0	6757553	3912568	649440	3.42449432257 %	2.8823742282 %	4.21647045386 %	0.000947013405529 %	8.62302133997e-05 %	0.00220452027434 %
TComPrediction::xWeightedAverage	6953236	2334730	1893261	142377	415	1	4	0	0	6810855	2334315	1893260	1.27707808812 %	2.04763652492 %	0.00983918839941 %	3.57742491052e-05 %	5.75271715213e-05 %	0.0 %
TComTU::isNonTransformedResidualRotated	6700200	4690140	670020	261137	0	0	2	0	0	6439061	4690140	670020	2.16525045687 %	3.89745082236 %	0.0 %	1.65832529046e-05 %	2.98498552282e-05 %	0.0 %
TComPrediction::UseDPCMForFirstPassIntraEstimation	6655320	4203360	700560	16222	9264	0	6	0	0	6639092	4194096	700560	0.220481623359 %	0.243744853741 %	0.188910096413 %	5.19065267267e-05 %	9.01534411568e-05 %	0.0 %
TComDataCU::CUIsFromSameSliceAndTile	6581295	4130126	596706	67561	263201	0	6	3	0	6513728	3866922	596706	2.92499367932 %	1.02656088201 %	5.56823259215 %	7.95887771688e-05 %	9.11674678008e-05 %	6.34674555812e-05 %
TComTU::TComTU	6555100	2622040	2687591	402315	94228	137298	25	31	17	6152760	2527781	2550276	5.34222815503 %	6.13743497429 %	4.36049134111 %	0.000615268900745 %	0.000381382435051 %	0.000904017623824 %
TEncEntropy::encodeIntraDirModeLuma	6549102	3742344	2338965	25401	67979	0	2	1	0	6523699	3674364	2338965	0.739326693328 %	0.387854701301 %	1.11783499243 %	2.37521961874e-05 %	3.05385379553e-05 %	1.64438281298e-05 %
TComDataCU::setTransformSkipSubParts	6379475	3317327	1786253	227484	81524	0	3	0	0	6151988	3235803	1786253	2.690991204 %	3.56587336732 %	1.59738849984 %	2.6125451807e-05 %	4.70258132527e-05 %	0.0 %
TComLoopFilter::xEdgeFilterLuma	6301129	2447974	1004053	225	25585	0	124	139	0	6300780	2422250	1004053	0.264632289282 %	0.00357078866343 %	0.741158745282 %	0.00269656304072 %	0.00196790130784 %	0.00402661972227 %
TComDataCU::copyPartFrom	6107400	2568240	2317680	163800	109359	34980	42	0	0	5943558	2458881	2282700	2.80296580105 %	2.68199233716 %	2.95418263091 %	0.000382050190479 %	0.000687690342863 %	0.0 %
TComDataCU::copyToPic	6051760	2729640	2232380	156000	157447	13212	40	18	2	5895720	2572175	2219166	2.96591179413 %	2.57776250215 %	3.43930496048 %	0.000544772094594 %	0.000660964744141 %	0.000403061656342 %
TComPattern::initPattern	5532624	2151576	2458944	98513	0	162	2	0	0	5434109	2151576	2458782	0.972824599552 %	1.78058367964 %	0.00351370344343 %	1.97177522078e-05 %	3.6149212381e-05 %	0.0 %
