BasketballPass__QP_42_nF_2_SR_16_MSizeL1_8192_AssL1_8_MSizeLL_4194304_AssLL_8_Word_64	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncEntropy::encodeCoeffNxN	8520481	4831743	2336510	238052	26619	346350	8	0	3	8282421	4805124	1990157	3.89464822337 %	2.79387982908 %	5.20306691184 %	7.01140066496e-05 %	9.38914129378e-05 %	4.18512014015e-05 %
TComRdCost::setDistParam	8446224	3584918	2816978	13747	35364	0	2	1	0	8432475	3549553	2816978	0.33075567816 %	0.162759121709 %	0.55239885184 %	2.0204578088e-05 %	2.36792204422e-05 %	1.56203724647e-05 %
TEncSearch::xEncCoeffQT	8399796	4002624	2561826	499670	226085	375	12	0	0	7900114	3776539	2561451	4.85243292579 %	5.94859684688 %	3.44979396598 %	8.01911436099e-05 %	0.000142860612329 %	0.0 %
TComYuv::copyToPartComponent	8347820	2983592	2094752	46612	43831	1757	16	6	0	8301192	2939755	2092995	0.6867188573 %	0.558373323814 %	0.897694208978 %	0.000163859163347 %	0.000191666806424 %	0.000118148750853 %
TComRdCost::xGetSAD24	8289280	2178560	74240	359	26340	51	11	2	0	8288910	2152218	74189	0.253744991501 %	0.0043308948425 %	1.17147549716 %	0.000123315322972 %	0.00013270151328 %	8.87784090909e-05 %
TEncSearch::xTZSearch	8257337	2962127	3535137	522157	25291	32441	151	0	0	7735029	2936836	3502696	3.93022488375 %	6.32355201199 %	0.888558630217 %	0.00102340957915 %	0.00182867672713 %	0.0 %
TEncSearch::xEncodeResidualQT	8251736	3627165	1758372	31083	4226	28185	4	0	2	8220649	3622939	1730185	0.465591617914 %	0.37668437284 %	0.601815566396 %	4.39970659823e-05 %	4.84746482437e-05 %	3.71365009655e-05 %
TEncSearch::xRecurIntraChromaCodingQT	8099022	2935667	2862864	273601	257653	47565	41	1	4	7825380	2678013	2815295	4.16489866957 %	3.37819800959 %	5.26371248166 %	0.000330993520946 %	0.00050623396257 %	8.62287362092e-05 %
TEncSbac::load	8080860	2693620	3367025	20973	92	0	4	0	0	8059883	2693528	3367025	0.148958685798 %	0.259539207461 %	0.00151799024691 %	2.82855325512e-05 %	4.94996819645e-05 %	0.0 %
TEncSbac::codeQtCbfZero	7867236	3526692	3255408	25431	827361	0	3	0	0	7841802	2699331	3255408	5.82136965116 %	0.323252029048 %	12.1991860928 %	2.0478743883e-05 %	3.81328334373e-05 %	0.0 %
TEncSearch::xGetIntraBitsQT	7814832	3529629	3847872	260932	392892	184	10	0	0	7553890	3136737	3847688	4.30485561368 %	3.33893294187 %	5.32803723104 %	6.58226751612e-05 %	0.000127961803913 %	0.0 %
TEncSearch::encodeResAndCalcRdInterCU	7742977	2770321	2843482	332762	304168	48156	50	4	0	7410165	2466149	2795326	5.12912543293 %	4.2975976811 %	6.27603070503 %	0.000404289057692 %	0.0006457464616 %	7.12529456413e-05 %
void	7422544	4887896	290032	3338	21815	15092	8	148	0	7419198	4865933	274940	0.319392797349 %	0.0449711042467 %	0.712775457673 %	0.00123804886039 %	0.00010777975853 %	0.00285828617161 %
TComDataCU::getPUAboveLeft	7388461	3319565	1634719	471450	235599	50245	13	1	3	6916998	3083965	1584471	6.13553954165 %	6.38089583203 %	5.7696329076 %	0.000137732732873 %	0.000175950038851 %	8.07382055611e-05 %
TComDataCU::getPartIndexAndSize	7368723	3320283	1162005	26528	159798	10654	10	0	0	7342185	3160485	1151351	1.6621366734 %	0.360008104525 %	3.80279000368 %	8.43809865673e-05 %	0.000135708724565 %	0.0 %
TComTU::GetEquivalentLog2TrSize	7274201	3306455	661291	182414	42418	0	2	0	0	7091785	3264037	661291	1.99993826692 %	2.50768434911 %	1.06907044957 %	1.77905126221e-05 %	2.74944285977e-05 %	0.0 %
TEncSearch::xRecurIntraChromaCodingQT	7146778	2559287	2657164	280429	241939	67846	51	0	4	6866298	2317348	2589314	4.77394700042 %	3.92385211909 %	5.93861612042 %	0.00044486759891 %	0.00071360828614 %	7.66804864073e-05 %
TComRdCost::xGetSSE64	6740988	2977593	2929647	5305	46848	915	48	0	3	6735635	2930745	2928729	0.419568654202 %	0.0786976627165 %	0.808550185874 %	0.000403218537806 %	0.000712061792722 %	5.07851382371e-05 %
TComDataCU::getInterMergeCandidates	6659841	2103908	2442781	488072	91470	25257	65	5	2	6171704	2012433	2417522	5.39684451833 %	7.32858337008 %	2.56729677354 %	0.000642482552583 %	0.00097599927686 %	0.000153958188035 %
TEncSearch::xStoreIntraResultQT	6596572	3184552	1762877	159962	182012	0	14	0	0	6436596	3002540	1762877	2.96235248074 %	2.42492615862 %	3.67892091023 %	0.00012127511077 %	0.000212231443847 %	0.0 %
TEncSbac::getNumberOfWrittenBits	6449112	4030695	1612278	0	0	80	0	0	0	6449112	4030695	1612198	0.000661589792 %	0.0 %	0.00141769241143 %	0.0 %	0.0 %	0.0 %
fastInverseDst	6448500	3195590	831140	48554	7165	15927	9	0	0	6399937	3188425	815213	0.683956342725 %	0.752950298519 %	0.573467801417 %	8.59169679329e-05 %	0.000139567341242 %	0.0 %
TComDataCU::setTrIdxSubParts	6070608	3035304	1770594	370915	357052	0	4	0	0	5699689	2678252	1770594	6.69302255706 %	6.11001402166 %	7.42945439125 %	3.6776516282e-05 %	6.58912583385e-05 %	0.0 %
TEncSearch::xGetInterPredictionError	5714240	1785700	2551000	58164	98691	42164	8	0	0	5656068	1687009	2508836	1.98010335352 %	1.01787814303 %	3.24797657205 %	7.95945453858e-05 %	0.000140001120009 %	0.0 %
TComDataCU::getCtxQtCbf	5698794	2942108	0	213296	15181	0	2	0	0	5485496	2926927	0	0 %	0 %	0 %	0 %	0 %	0 %
TComPrediction::xPredInterBi	5600497	2142965	1717564	71271	70411	16462	8	0	0	5529218	2072554	1701102	1.67153118488 %	1.27258348679 %	2.2502874606 %	8.45574253786e-05 %	0.000142844465411 %	0.0 %
TEncSearch::xRecurIntraCodingQT	5559649	2022936	1619795	179584	240043	57031	32	0	7	5380033	1782893	1562757	5.17972524499 %	3.23013197416 %	8.15525494471 %	0.000423803407379 %	0.000575575904162 %	0.000192163516878 %
TComPrediction::UseDPCMForFirstPassIntraEstimation	5522160	3487680	581280	9552	64137	0	4	0	0	5512604	3423543	581280	0.768304431599 %	0.172975792081 %	1.57625044237 %	4.17052440174e-05 %	7.24354238197e-05 %	0.0 %
TEncEntropy::encodeQtCbf	5502126	3144072	1965045	53811	39538	4878	2	0	1	5448313	3104534	1960166	0.925687970768 %	0.978003775268 %	0.869347873615 %	2.82718999084e-05 %	3.63495855965e-05 %	1.95728537828e-05 %
TComCUMvField::setAllMvField	5335326	2162970	2739762	48418	6256	0	3	0	0	5286905	2156714	2739762	0.534027058647 %	0.907498435897 %	0.127602324581 %	2.93024321605e-05 %	5.62289914431e-05 %	0.0 %
TEncSearch::xEncIntraHeader	5334325	2088085	1373623	583573	170566	4314	19	0	1	4750733	1917519	1369308	8.62267115187 %	10.9399596013 %	5.05184146092 %	0.000227375226992 %	0.00035618377208 %	2.88874740446e-05 %
TComYuv::copyPartToPartYuv	5318016	1163316	1495692	37633	5176	0	3	0	0	5280380	1158140	1495692	0.536653769626 %	0.707651124028 %	0.194659060823 %	3.76080102053e-05 %	5.6412015308e-05 %	0.0 %
TEncEntropy::encodeIntraDirModeLuma	5259534	3005448	1878405	7543	125587	0	2	1	0	5251989	2879860	1878405	1.31248073252 %	0.143415747479 %	2.57147379333 %	2.95759197593e-05 %	3.80261825477e-05 %	2.04756367565e-05 %
TComTU::useDST	5216463	3166435	622414	32311	2944	0	2	0	0	5184150	3163491	622414	0.391491155442 %	0.61940437419 %	0.0777016977979 %	2.22091139097e-05 %	3.83401550054e-05 %	0.0 %
TComDataCU::setTransformSkipSubParts	5182600	2694952	1451128	136316	425711	0	3	0	0	5046281	2269241	1451128	6.0247216112 %	2.63026280245 %	10.2677951221 %	3.21588906469e-05 %	5.78860031644e-05 %	0.0 %
TEncSearch::xEncodeResidualQT	5103098	2392600	1639573	105719	127989	40978	13	0	2	4997366	2264611	1598593	3.00687303092 %	2.07166313483 %	4.19047000216 %	0.00016419874134 %	0.000254747214339 %	4.96010463837e-05 %
TEncSearch::xGetTemplateCost	5062156	2175472	1715276	121645	183511	360	9	0	0	4940502	1991961	1714916	3.41247934748 %	2.40302748473 %	4.72585220117 %	0.000100526041606 %	0.000177789858708 %	0.0 %
TComYuv::copyToPicComponent	4929316	2033716	1292521	52370	67534	995	15	62	0	4876931	1966120	1291526	1.46445671174 %	1.06241920786 %	2.06025607917 %	0.000932705537715 %	0.000304301854456 %	0.00186396820191 %
TComDataCU::initSubCU	4909248	1871616	2083680	65475	55837	24351	32	44	64	4843741	1815735	2059265	1.64320917128 %	1.33370732137 %	2.02735775022 %	0.00157932545656 %	0.00065183099326 %	0.00273051624961 %
TEncSearch::xMotionEstimation	4652880	1962453	1524706	282327	213473	11592	30	0	0	4370523	1748980	1513114	6.23328708867 %	6.06779027183 %	6.45410777082 %	0.000368548602777 %	0.000644761953887 %	0.0 %
TEncSbac::codeLastSignificantXY	4630657	1832971	1030491	172478	61106	0	23	1	0	4458156	1771864	1030491	3.11689739648 %	3.72469824476 %	2.13399025376 %	0.000320251119578 %	0.000496689778578 %	3.49227613288e-05 %
TComDataCU::fillMvpCand	4573007	1385346	1689440	165822	103250	29877	22	13	2	4407163	1282083	1659561	3.90895778691 %	3.6261042242 %	4.32963464774 %	0.000483799705353 %	0.000481083890753 %	0.000487838828458 %
TEncSearch::xEncSubdivCbfQT	4540699	1890508	967113	14874	9263	6691	0	0	1	4525825	1881245	960421	0.416689194304 %	0.327570711029 %	0.558296569069 %	1.3516582143e-05 %	0.0 %	3.499414373e-05 %
TEncBinCABACCounter::encodeBinsEP	4322560	1571840	1178880	63726	0	0	0	0	0	4258834	1571840	1178880	0.900939875136 %	1.47426525022 %	0.0 %	0.0 %	0.0 %	0.0 %
TEncSearch::xEncCoeffQT	4248373	2218485	1038386	26281	47819	8419	0	0	0	4222092	2170666	1029967	1.09948457372 %	0.618613290311 %	1.72674938614 %	0.0 %	0.0 %	0.0 %
TEncSearch::xExtDIFUpSamplingQ	4234758	1492465	2160225	227141	119688	1362	33	3	0	4007584	1372774	2158863	4.41449503059 %	5.36373034776 %	3.31399598652 %	0.000456421392572 %	0.000779265308667 %	8.21312512149e-05 %
TComPrediction::motionCompensation	4029664	1170158	1775636	91127	26082	6240	13	0	0	3938524	1144076	1769396	1.76976192818 %	2.26140442479 %	1.09722540001 %	0.000186367690838 %	0.000322607542465 %	0.0 %
partialButterflyInverse4	3952200	2043852	587184	40241	5646	15883	14	2	3	3911945	2038204	571298	0.938292353487 %	1.01819239917 %	0.818270825637 %	0.000288611862008 %	0.00035423308537 %	0.00019003920889 %
TComDataCU::xGetColMVP	3782212	1852512	617504	47397	296969	0	5	293	0	3734810	1555250	617504	5.50789254647 %	1.25315556082 %	12.0229585557 %	0.00476630090905 %	0.000132197772097 %	0.0118622713375 %
TComDataCU::xAddMVPCand	3742788	1557162	840656	80656	262013	5483	9	0	1	3662123	1295149	835172	5.66966843338 %	2.1549711071 %	11.1558091565 %	0.000162850376657 %	0.000240462457398 %	4.17045830835e-05 %
TEncSearch::xEstimateMvPredAMVP	3727896	1418879	1702395	113247	185855	84566	12	0	0	3614637	1233024	1617829	5.6016714434 %	3.03782616253 %	8.66380202443 %	0.000175203710815 %	0.000321897391987 %	0.0 %
TEncSearch::xMergeEstimation	3500290	1474348	1420738	86774	87500	16076	11	0	0	3413505	1386848	1404662	2.97636917673 %	2.47905173571 %	3.57764847055 %	0.000171999269472 %	0.000314259675627 %	0.0 %
TEncSearch::xCheckBestMVP	3453894	1337511	731223	88957	83624	0	9	0	0	3364928	1253887	731223	3.12497962926 %	2.57555674841 %	4.04227899769 %	0.000162965892325 %	0.000260575454834 %	0.0 %
TEncSbac::store	3427368	1142456	1428070	1744	0	12892	0	0	0	3425624	1142456	1415178	0.244018983997 %	0.0508845271357 %	0.501531593145 %	0.0 %	0.0 %	0.0 %
TComLoopFilter::xEdgeFilterLuma	3360927	1294618	518931	90	12062	14	90	91	0	3360747	1282465	518917	0.235115594313 %	0.00267783263368 %	0.665876687093 %	0.00349793872848 %	0.00267783263368 %	0.00501778556852 %
TComDataCU::getPUBelowLeft	3343039	1693692	640008	46540	138975	7824	6	13	1	3296493	1554704	632183	3.40581097704 %	1.39214648707 %	6.29039722329 %	0.000352314947014 %	0.000179477415609 %	0.0005999057291 %
TEncGOP::xCalculateAddPSNR	3307855	1202446	2334	85	20394	16	84	196	0	3307686	1181856	2318	0.45416923815 %	0.00256964105138 %	1.69408522718 %	0.0062048005212 %	0.00253940998018 %	0.0162685303541 %
TEncEntropy::encodeQtCbfZero	3255408	1898988	1085136	16988	611847	0	2	1	0	3238418	1287140	1085136	10.0782398423 %	0.521839351627 %	20.503404014 %	4.80805291166e-05 %	6.1436231649e-05 %	3.35106718085e-05 %
isAboveLeftAvailable	3254293	1131928	1131928	300316	142547	123712	6	0	5	2953971	989381	1008211	10.2674828099 %	9.22830243005 %	11.7613046059 %	0.000199342206961 %	0.000184371843592 %	0.000220862104303 %
TComDataCU::setMVPIdxSubParts	3153668	1463993	826024	32548	155115	0	17	0	0	3121103	1308878	826024	3.44735229904 %	1.03206805536 %	6.77353050218 %	0.000312288459013 %	0.000539054840269 %	0.0 %
TComCUMvField::setAllMvd	3075301	965202	575576	29215	0	16177	16	0	0	3046070	965202	559399	0.98334538902 %	0.949988310087 %	1.04992412924 %	0.000346614518512 %	0.000520274275591 %	0.0 %
TEncSearch::estIntraPredChromaQT	2992992	1305810	1229811	122301	212828	13605	50	0	3	2870641	1092982	1216203	6.30780269843 %	4.08624546942 %	8.93008063902 %	0.000958649122302 %	0.00167056911612 %	0.000118314211785 %
TComDataCU::setMVPNumSubParts	2974131	1380482	781118	20378	33521	0	16	0	0	2953737	1346961	781118	1.04949032572 %	0.685174930089 %	1.55074944486 %	0.000311542796926 %	0.000537972268202 %	0.0 %
TComPrediction::predIntraGetPredValDC	2842445	805804	156342	47363	9996	26057	8	0	9	2795074	795808	130276	2.19250899768 %	1.66627674414 %	3.74714440428 %	0.000446828581574 %	0.000281447838041 %	0.000935408971196 %
TComPrediction::xCheckIdenticalMotion	2770406	1633143	215925	42455	196796	0	4	0	0	2727947	1436347	215925	5.17918273812 %	1.5324468688 %	10.6429833841 %	8.6589945089e-05 %	0.000144383169831 %	0.0 %
TComBitCounter::resetBits	2648847	1765898	882949	55329	0	0	2	0	0	2593516	1765898	882949	1.0443978078 %	2.0887956156 %	0.0 %	3.77522748577e-05 %	7.55045497154e-05 %	0.0 %
TComDataCU::setIntraDirSubParts	2591975	1347827	725753	126333	152302	0	3	0	0	2465639	1195525	725753	5.97217265684 %	4.87400534342 %	7.34488179863 %	6.43010317101e-05 %	0.000115741857078 %	0.0 %
TEncBinCABAC::getTEncBinCABAC	2499318	2499318	0	12146	0	0	2	0	0	2487170	2499318	0	0 %	0 %	0 %	0 %	0 %	0 %
TComDataCU::copyPartFrom	2442960	1027296	927072	65520	38328	6397	42	0	0	2377398	988968	920675	2.50709066961 %	2.68199233716 %	2.28846358516 %	0.000955125476198 %	0.00171922585716 %	0.0 %
TComDataCU::copyToPic	2420704	1091856	892952	62400	46357	6015	40	0	0	2358264	1045499	886937	2.6051909517 %	2.57776250215 %	2.63864313324 %	0.00090795349099 %	0.00165241186035 %	0.0 %
TComBitCounter::getNumberOfWrittenBits	2418417	2418417	0	1	0	0	0	0	0	2418416	2418417	0	0 %	0 %	0 %	0 %	0 %	0 %
TComPrediction::xDCPredFiltering	2392383	819670	262003	42043	0	0	8	0	0	2350332	819670	262003	1.21019925989 %	1.7573691169 %	0.0 %	0.000230278383538 %	0.000334394618253 %	0.0 %
TComDataCU::CUIsFromSameSliceAndTile	2347210	1469124	216140	35128	110232	0	6	0	0	2312076	1358892	216140	3.60473495923 %	1.49658530766 %	6.540933646 %	0.000148792031889 %	0.000255622632828 %	0.0 %
TEncSearch::xExtDIFUpSamplingH	2333802	748578	1335698	122698	92664	0	12	5	0	2211092	655909	1335698	4.87456310187 %	5.25742972197 %	4.44586033711 %	0.000384782704153 %	0.00051418243707 %	0.000239891453915 %
TEncCu::xCheckRDCostMerge2Nx2N	2323910	795610	1181207	72068	116064	6278	27	2	2	2251815	679544	1174927	4.52039852797 %	3.10115279852 %	6.18883791469 %	0.000720808365655 %	0.00116183501082 %	0.000202345487721 %
TComTU::TComTU	2167100	866840	888511	114342	54532	33184	16	37	7	2052742	812271	855320	5.15131992726 %	5.27626782336 %	4.99706326541 %	0.00152965581979 %	0.000738313875686 %	0.00250662118289 %
TComDataCU::getPUAboveRight	2155989	1063871	392658	80972	57491	94	8	10	1	2075009	1006370	392563	3.83546877829 %	3.75567778871 %	3.95357730605 %	0.000525948936448 %	0.000371059407075 %	0.000755220115768 %
TVideoIOYuv::read	2142868	323852	305134	68	38	10080	65	0	10080	2142735	323814	284974	0.36747967245 %	0.00317331725519 %	1.60862085961 %	0.366000518065 %	0.00303331796452 %	1.60257938968 %
TVideoIOYuv::write	2140642	321420	304998	51	10227	24	46	0	8	2140545	311193	304966	0.372308515175 %	0.00238246283124 %	1.63644722853 %	0.00195152978251 %	0.00214888804387 %	0.00127710250983 %
TComTrQuant::invTransformNxN	2106012	1019546	789165	140499	26838	23811	18	0	0	1965495	992708	765354	4.88279758236 %	6.67132950809 %	2.80028152646 %	0.000459802647595 %	0.000854695984638 %	0.0 %
TEncCu::xCompressCU	2066337	990417	700344	212679	243001	10144	30	0	0	1853628	747416	690200	12.3985054422 %	10.2925611844 %	14.9722521397 %	0.000798488620739 %	0.00145184449584 %	0.0 %
TComRdCost::xGetSAD12	2035204	563274	48678	223	1892	38	7	0	0	2034974	561382	48640	0.0813325697466 %	0.0109571325528 %	0.315384213141 %	0.000264434736751 %	0.000343945864886 %	0.0 %
TComRdCost::setDistParam	1957692	889860	771212	27852	83350	0	4	1	0	1929836	806509	771212	3.07292766259 %	1.42269570494 %	5.0178438984 %	0.000138168722801 %	0.000204322232506 %	6.02020863635e-05 %
TEncEntropy::xEncodeTransform	1927500	797613	386961	10763	6941	810	30	21	0	1916707	790651	386151	0.59490873289 %	0.558391699092 %	0.654328053798 %	0.00163877851234 %	0.00155642023346 %	0.00177278920523 %
TComYuv::copyFromPicComponent	1869680	727052	506360	21590	26492	4164	12	33	3	1848078	700527	502193	1.68367550817 %	1.15474305764 %	2.48546308938 %	0.00154684424439 %	0.000641821060288 %	0.0029187327511 %
TEncSbac::codePartSize	1840181	928950	434450	116384	142073	6251	16	2	2	1723781	786875	428197	8.26287832273 %	6.32459524362 %	10.878979023 %	0.000624301367751 %	0.000869479687053 %	0.000293384186592 %
TComDataCU::CUIsFromSameTile	1831068	1220712	101726	14559	52051	0	2	0	0	1816507	1168661	101726	2.11225220437 %	0.795109739234 %	3.93598792533 %	6.34214743844e-05 %	0.000109225872551 %	0.0 %
TComTU::isNonTransformedResidualRotated	1750420	1225294	175042	89991	0	0	2	0	0	1660427	1225294	175042	2.85617166166 %	5.14110899099 %	0.0 %	6.34768290531e-05 %	0.000114258292296 %	0.0 %
TComDataCU::hasEqualMotion	1641331	959950	156684	49103	33969	0	5	0	0	1592223	925981	156684	3.0120759328 %	2.9916573805 %	3.04208899245 %	0.000181293091102 %	0.000304630814869 %	0.0 %
TEncSearch::xPatternSearchFracDIF	1629258	572442	719222	89491	84254	36482	7	0	0	1539760	488188	682740	7.19728222801 %	5.49274577753 %	9.3473225235 %	0.000239650356976 %	0.000429643432777 %	0.0 %
TComPrediction::xWeightedAverage	1624826	543740	438189	36792	1092	65	3	0	0	1588031	542648	438124	1.45579465657 %	2.26436553822 %	0.117829293157 %	0.000115085614106 %	0.00018463515478 %	0.0 %
TComTrQuant::getSigCoeffGroupCtxInc	1583352	529229	116193	4764	94	0	4	0	0	1578584	529135	116193	0.217967366812 %	0.300880663302 %	0.0145641146413 %	0.000179470866046 %	0.000252628600589 %	0.0 %
TComDataCU::deriveRightBottomIdx	1570515	775171	220507	45758	12561	0	6	4	0	1524751	762606	220507	2.272588227 %	2.91356656893 %	1.2615524296 %	0.000389682303708 %	0.000382040286148 %	0.000401736304307 %
TComDataCU::setCbfSubParts	1508925	784641	422499	47330	900	0	1	0	0	1461594	783741	422499	1.77573069864 %	3.13667014596 %	0.0745563894826 %	3.68179701149e-05 %	6.62723462067e-05 %	0.0 %
xITrMxN	1479573	398293	452595	197048	12900	11958	30	0	0	1282495	385393	440637	9.52197869864 %	13.3178964472 %	2.92141856508 %	0.00128729895072 %	0.0020276120205 %	0.0 %
TComDataCU::xDeriveCenterIdx	1449046	598519	409513	30827	8297	1397	2	9	0	1418217	590213	408116	1.64915399511 %	2.12739968227 %	0.961675819815 %	0.000447686235439 %	0.000138021843337 %	0.000892828799086 %
TEncSampleAdaptiveOffset::deriveOffsets	1417227	366935	269940	70	3717	1239	70	0	0	1417087	363218	268701	0.244681130733 %	0.00493922286267 %	0.77817468106 %	0.00340781519126 %	0.00493922286267 %	0.0 %
TEncSearch::xSetSearchRange	1356426	452142	577737	30179	3886	0	3	0	0	1326244	448256	577737	1.42752079051 %	2.22489100032 %	0.377325880031 %	0.00012571737477 %	0.000221169455614 %	0.0 %
TEncSbac::codeTransformSkipFlags	1328574	750777	213273	68309	15300	13584	7	2	1	1260258	735475	199688	4.23937810997 %	5.14152768306 %	2.99611016026 %	0.000436181423557 %	0.000526880700661 %	0.000311187179088 %
0x08073ad9	1323462	1323462	0	32379	0	0	4	0	0	1291079	1323462	0	0 %	0 %	0 %	0 %	0 %	0 %
_int_malloc	1300437	226261	249152	591	2067	6703	158	24	5362	1299688	224170	237087	0.527127854267 %	0.0454462615259 %	1.84471186106 %	0.312188529437 %	0.0121497619646 %	1.13290970167 %
TEncSearch::xSetIntraResultChromaQT	1209243	550257	387147	18910	23163	221	7	0	0	1190326	527094	386926	1.9702354416 %	1.5637882543 %	2.49454877513 %	0.000326089943992 %	0.000578874552096 %	0.0 %
TComDataCU::setInterDirSubParts	1207432	548484	310796	55486	25591	0	17	1	0	1151929	522892	310796	3.92299459238 %	4.59537265867 %	2.97819104366 %	0.000870948637256 %	0.00140794678292 %	0.000116376501257 %
TEncSbac::codeTransformSubdivFlag	1157968	651357	361865	32294	30090	16806	4	0	0	1125670	621267	345059	3.64730861878 %	2.78885081453 %	4.6284032522 %	0.000184230767459 %	0.000345432688986 %	0.0 %
TComLoopFilter::xEdgeFilterChroma	1134511	438722	155115	45	6856	0	45	0	0	1134421	431866	155115	0.399283014763 %	0.00396646660984 %	1.15452556846 %	0.00260364232203 %	0.00396646660984 %	0.0 %
